ICO;DAT_OD;DAT_DO;POC_MESICU;AKTIVACELK;OBEZNAA;Z;VLASTNIJM;HVML;KZ;KBU;TZPZ;TZPVVAS;ZCPIMM;PROVHOSPV;
"IÈ firmy";"Zaèátek období";"Konec období";"Poèet mìsícù úèetní závìrky";"Aktiva celkem - tis. Kè";"Obìžná aktiva - tis. Kè";"Zásoby - tis. Kè";"Vlastní kapitál - tis. Kè";"Výsledek hospodaøení minulých let - tis. Kè";"Krátkodobé závazky - tis. Kè";"Krátkodobé bankovní úvìry - tis. Kè";"Tržby za prodej zboží - tis. Kè";"Tržby za prodej vlastních výrobkù a služeb - tis. Kè";"Zùstatková cena prodaného dlouhodobého majetku a materiálu - tis. Kè";"Provozní výsledek hospodaøení - tis. Kè";
"25917293";20080101;20081231;"12";28891;25637;1935;24901;4721;3990;;3;36777;138;25290;
"62515314";20120101;20121231;"12";29206;8315;3661;15872;;5083;;138;20178;;657;
"62515314";20110101;20111231;"12";28534;8174;2618;15456;;4372;;195;15208;;-27;
"62515314";20100101;20101231;"12";26726;6267;3137;13909;;1609;;238;12973;;9722;
"62515314";20090101;20091231;"12";6831;3911;1252;4819;;1466;;209;15213;286;313;
"62515314";20080903;20081231;"4";7396;4536;2306;5234;;1543;;354;15108;245;409;
"11434783";20130101;20131231;"12";29804;815;;28433;;1371;;;6978;;4618;
"11434783";20120101;20121231;"12";32053;1069;;28600;;3453;;2682;2862;2411;283;
"11434783";20110101;20111231;"12";40698;5210;2993;30977;;7613;;23719;5540;389;493;
"11434783";20100101;20101231;"12";43650;5853;3627;29918;;9388;;20836;6045;54;2364;
"11434783";20090101;20091231;"12";44516;6227;4077;29387;;8222;;25160;6673;39;2230;
"11434783";20080101;20081231;"12";52669;11049;5252;27688;;12009;;46094;15599;1139;13228;
"26436761";20130101;20131231;"12";17812;6897;663;12721;10882;4546;545;16280;20055;;2410;
"26436761";20120101;20121231;"12";13619;7546;806;10992;9703;2627;;;14257;12560;1642;
"26436761";20110101;20111231;"12";12871;5122;611;9813;7903;3058;;;;7232;2286;
"26436761";20100101;20101231;"12";10477;4269;711;8012;6021;2465;;18313;;230;2208;
"26436761";20090101;20091231;"12";9762;3701;227;6131;4323;2293;;14377;;;1979;
"26436761";20080101;20081231;"12";8755;3367;261;4433;2529;2301;;20756;;;2325;
"28223209";20130101;20131231;"12";430357;180946;86547;170290;54597;93797;111630;32679;627428;9232;10481;
"28223209";20120101;20121231;"12";550279;237530;136191;274323;;103787;105768;42557;734661;11866;28623;
"28223209";20110101;20111231;"12";561502;240785;136369;257054;16927;101245;113532;77612;674549;11952;29671;
"28223209";20100101;20101231;"12";679076;330358;154733;313756;-31290;157951;86560;45664;905275;20932;38125;
"28223209";20090101;20091231;"12";625437;285115;150523;249557;-37706;137821;86296;50287;725458;39960;14731;
"28223209";20090101;20090101;"1";718234;348074;187035;209744;-34362;153144;227869;;;;;
"28223209";20080101;20081231;"12";405816;5471;;243659;;66995;10227;;;;-270;
"63275899";20120101;20121231;"12";85955;55816;15775;8294;-5827;59177;;131;140412;81;-8167;
"63275899";20110101;20111231;"12";98828;64702;17526;17039;-7743;74174;;181;179453;1300;4000;
"63275899";20100101;20101231;"12";105296;69098;27439;5015;-11852;96481;;537;180704;201;-7212;
"63275899";20100101;20100101;"1";100793;61582;20059;10900;-7605;85533;;;;;;
"63275899";20090101;20091231;"12";21990;47;;10191;-198;11799;;;;;-47;
"63275899";20080101;20080923;"9";22485;74;;2726;-118;19759;;;;;-108;
"48591726";20130101;20131231;"12";286405;101789;27481;132846;18;37312;;;289511;886;22151;
"48591726";20120101;20121231;"12";283385;82368;24875;138347;30442;28902;;;279377;2247;-8473;
"48591726";20110101;20111231;"12";337973;106376;36874;148363;48947;79766;;;311827;3530;-14687;
"48591726";20100101;20101231;"12";301568;37812;20129;194223;103281;16599;;;141021;1977;-27428;
"48591726";20090101;20091231;"12";349532;51920;13629;221202;95766;23525;;;202944;3317;20356;
"48591726";20080101;20081231;"12";431921;109662;29731;213306;62242;28309;;;512935;4111;34146;
"29101786";20120101;20121231;"12";1647;1647;;743;;904;;;3397;;769;
"29101786";20110101;20111231;"12";1395;1395;;699;;216;;;387;;186;
"29101786";20100524;20101231;"8";1382;1382;;777;;5;;;850;;778;
"60697598";20130101;20131231;"12";483392;285791;149883;254182;226758;63509;103067;302654;320154;14474;31461;
"60697598";20120101;20121231;"12";373242;185635;123235;228225;212054;52615;30000;280569;306476;13040;24143;
"60697598";20110101;20111231;"12";374246;194949;136095;213685;193073;45763;33979;279028;309587;16156;25156;
"60697598";20100101;20101231;"12";361556;205804;135614;193304;161314;69555;27045;237676;236261;13049;44965;
"60697598";20090101;20091231;"12";323932;170377;113999;161533;148507;44877;32085;178220;224013;8308;21755;
"60697598";20080101;20081231;"12";302833;148834;107196;148727;132019;23749;27420;166133;284095;913;24374;
"29186633";20130101;20131231;"12";11844;10372;7367;-1747;-1301;11591;;4;73918;;290;
"29186633";20120101;20121231;"12";12854;10204;5726;-1399;1753;10253;;;65020;;-2995;
"29186633";20110101;20111231;"12";17310;13474;8736;1973;1573;11337;;;83371;;955;
"29186633";20100101;20101231;"12";20297;15920;7800;1784;352;13880;;;76641;;1698;
"29186633";20091026;20091231;" 3";18353;17416;9878;552;;15252;;;4185;;479;
"25837061";20100101;20101231;"12";13136;10338;2991;5351;1044;5597;998;15610;40902;248;571;
"25837061";20090101;20091231;"12";13999;9827;1649;1441;329;7726;2177;12159;38576;193;892;
"25837061";20080101;20081231;"12";13747;10910;2558;439;341;9756;1967;7318;38597;262;522;
"60709847";20130101;20131231;"12";3699;3699;;-12818;-15165;15602;;;;;2239;
"60709847";20120101;20121231;"12";9527;3877;2343;-7062;-7030;15671;;;;;-140;
"60709847";20110101;20111231;"12";9515;3865;2343;-6920;-6951;15509;;;;;-79;
"60709847";20090101;20091231;"12";9463;3895;2097;-1629;339;10079;1003;;18552;;-1946;
"60709847";20080101;20081231;"12";11735;6144;3441;449;608;9537;888;;41898;;-50;
"28046901";20130101;20131231;"12";4755;3252;;-176;20;3247;;;20232;;-225;
"28046901";20120101;20121231;"12";932;932;;-219;102;1151;;;11360;;-351;
"28046901";20110101;20111231;"12";1104;574;;461;6;638;;;7655;532;126;
"28800109";20120101;20121231;"12";2205;1321;72;1538;1123;368;;;6161;108;292;
"28800109";20110101;20111231;"12";1809;1270;;1323;69;486;;3584;1733;;1320;
"28800109";20100702;20101231;"6";472;292;;269;;199;;212;60;;125;
"25023063";20130101;20131231;"12";338303;165066;59511;187486;127195;59692;29940;949;506091;28148;67339;
"25023063";20120101;20121231;"12";349129;169228;74527;137130;108028;73711;77591;5105;407888;4752;32076;
"25023063";20110101;20111231;"12";251882;137240;52907;114961;70320;48023;42103;6438;363898;4771;48745;
"25023063";20100101;20101231;"12";200377;106325;29022;79254;43902;53562;19899;9416;297938;3979;38227;
"25023063";20090101;20091231;"12";170826;78718;25798;51836;30004;39925;23084;15290;224224;4211;23014;
"25023063";20080101;20081231;"12";125439;69871;27330;36938;21590;31924;17190;18027;247094;3610;13608;
"28567196";20130101;20131231;"12";996;806;163;636;283;360;;;2870;;150;
"28567196";20120101;20121231;"12";1300;982;207;503;40;576;;;3576;;307;
"28567196";20110101;20111231;"12";712;678;131;259;-63;453;;;3211;;158;
"28567196";20100101;20101231;"12";852;842;231;150;-315;702;;;3140;;281;
"28567196";20090101;20091231;"12";395;267;102;-115;;510;;;2577;;-312;
"45535396";20120101;20121231;"12";4476;2994;668;-1111;599;1671;1976;2999;14181;;-1566;
"45535396";20110101;20111231;"12";4906;3234;1027;708;1019;1633;1565;;21161;;-194;
"45535396";20090101;20091231;"12";5045;2934;1019;2156;5367;1268;1621;;14161;;-3117;
"45535396";20080101;20081231;"12";6599;3935;1568;5477;5265;859;263;2;22258;14;305;
"60724226";20120101;20121231;"12";46477;45933;1944;10517;5102;34600;;240840;8450;95;2974;
"60724226";20110101;20111231;"12";33460;33165;220;7412;4232;26029;;142721;22769;;657;
"60724226";20100101;20101231;"12";68416;67326;384;6542;332;61013;;177185;14392;;5079;
"60724226";20090101;20091231;"12";37604;36641;291;442;6207;37138;;233604;5707;;-6415;
"60724226";20080101;20081231;"12";65838;65776;220;6317;4202;59521;;239992;738;;2867;
"27726045";20120101;20121231;"12";2000;2000;;2000;;;;;;;;
"27726045";20110101;20111231;"12";2000;2000;;2000;;;;;;;;
"27726045";20100101;20101231;"12";2000;2000;;2000;;;;;;;;
"27726045";20090101;20091231;"12";2000;2000;;2000;;;;;;;;
"27726045";20080101;20081231;"12";2000;2000;;2000;;;;;;;;
"29083427";20130101;20131231;"12";350;350;;166;-38;57;127;;;;;
"29083427";20120101;20121231;"12";350;350;;166;-38;57;127;;;;;
"29083427";20110101;20111231;"12";350;350;;166;7;57;127;;53;;-15;
"29083427";20091014;20091231;"3";1510;1510;;174;;1336;;;;;-26;
"25458051";20120101;20121231;"12";1755792;1005755;84233;1189630;49347;451283;;194005;2288026;17730;227476;
"25458051";20110101;20111231;"12";2421647;1717274;52345;1925120;684772;416340;;200645;1935645;11111;318293;
"25458051";20100101;20101231;"12";2209960;1525336;35555;1616545;459744;412884;;167909;1817590;8864;227937;
"25458051";20081201;20091231;"12";2089547;1392961;37586;1391517;365210;465565;;151004;1858469;8596;35117;
"24280615";20130101;20131231;"12";110925;33908;;110200;-24964;725;;;1;;10304;
"24280615";20120319;20121231;"10";143529;92181;;100236;;43285;8;;;;-25746;
"27742164";20130101;20131231;"12";18564;15376;11593;6251;5663;11525;;221;;;897;
"27742164";20120101;20121231;"12";23139;19328;11797;5863;4420;17276;;95;;;1166;
"27742164";20110101;20111231;"12";18628;16465;11953;4620;5024;14008;;;20858;;-232;
"27742164";20100101;20101231;"12";18725;17877;14250;5222;4616;13503;;290;27414;;900;
"27742164";20090101;20091231;"12";11993;9978;6364;4475;2709;7518;;;35313;;2158;
"27742164";20080101;20081231;"12";6151;5619;3166;2909;;3221;;;18442;;3579;
"27677010";20130101;20131231;"12";3080;2861;;-352;-656;388;510;;;;95;
"27677010";20120101;20121231;"12";5245;5048;;-435;-986;1407;485;;1022;;417;
"27677010";20110101;20111231;"12";848;843;;-766;-1735;1752;;;4255;;-67;
"27677010";20100101;20101231;"12";11712;10745;;-1498;-2577;3727;;7180;3489;495;1839;
"27677010";20090101;20091231;"12";10406;8620;599;4993;-2939;3681;;716;;;491;
"27677010";20080101;20081231;"12";7574;7545;633;4272;-47;1771;;5199;;;-2728;
"14615100";20130101;20131231;"12";161084;120489;14165;70781;60958;89118;;;;;8968;
"14615100";20120101;20121231;"12";160761;109741;20159;64189;55311;83468;;;;;9612;
"14615100";20110101;20111231;"12";91753;46733;7429;58543;50868;28325;;;;;3540;
"14615100";20100101;20101231;"12";81539;41386;5907;54804;54467;26735;;51308;12934;304;-2925;
"14615100";20090101;20091231;"12";66644;32515;3719;55140;50794;11504;;;;;5671;
"14615100";20080101;20081231;"12";78826;46870;10205;50920;42051;24072;;;;;5096;
"42194920";20130101;20131231;"12";2569461;891427;25061;1026679;1148691;284773;491473;;2392793;32947;255392;
"42194920";20120101;20121231;"12";2548392;911680;25229;1063832;1253453;287530;506250;600275;2106923;32415;244333;
"42194920";20110101;20111231;"12";2825866;880904;24272;1368594;1580360;311715;203507;720304;2085599;32005;251051;
"42194920";20100101;20101231;"12";2863275;913246;37887;1388778;1558926;341940;197699;567147;2047539;34196;243332;
"42194920";20100101;20100101;"1";2659430;870463;20286;1123963;1364234;374318;180870;;;;;
"42194920";20090101;20091231;"12";2675276;850117;20286;1163488;1328993;348463;180870;503886;1925587;62554;236908;
"42194920";20080101;20081231;"12";2789328;752797;16780;1213600;1106732;285811;316937;325492;1416400;33242;167426;
"26780003";20120101;20121231;"12";15682;6681;473;3967;4431;4944;309;0;28007;;-54;
"26780003";20110101;20111231;"12";17531;8100;279;4642;4153;4641;750;;20847;112;1036;
"26780003";20100101;20101231;"12";15525;5595;365;4363;3661;2887;184;;17159;;1185;
"26780003";20090101;20091231;"12";6993;4700;371;3871;1738;2949;;35;18077;35;2432;
"26780003";20080101;20081231;"12";7280;5651;170;1950;572;5028;;1;19062;28;1581;
"25505424";20130101;20131231;"12";103;42;;103;;;;;;;1;
"25505424";20120101;20121231;"12";169;77;;103;;66;;;;;;
"25505424";20110101;20111231;"12";103;103;;103;;;;;;;;
"25505424";20100101;20101231;"12";103;103;;103;;;;;;;;
"25505424";20090101;20091231;"12";103;103;;103;3;;;;;;;
"25505424";20080101;20081231;"12";107;107;;103;2;4;;55;;;1;
"27922901";20130101;20131231;"12";397417;107936;37401;-11010;-66066;221502;34658;12850;533113;966;17334;
"27922901";20120101;20121231;"12";383167;85220;26976;2827;-24472;102684;66598;2939;149106;4292;-32353;
"27922901";20110101;20111231;"12";128777;4841;;63208;-1340;64570;;;3693;;-2051;
"27922901";20100101;20101231;"12";130824;4329;;67552;-653;63258;;;3948;80;261;
"48111678";20130101;20131231;"12";90317;53477;19521;8021;2749;43755;;89864;130702;13489;6353;
"48111678";20120101;20121231;"12";74458;49520;15366;4949;2143;39697;12274;108819;90069;18370;3395;
"48111678";20110101;20111231;"12";68272;44873;10762;4344;1161;35181;12200;100586;66790;11028;4309;
"48111678";20100101;20101231;"12";58079;38281;6519;3360;556;28344;10928;77563;53503;5973;3323;
"48111678";20090101;20091231;"12";55634;35767;7184;2757;256;27540;10300;86682;41950;9136;-1197;
"48111678";20080101;20081231;"12";93219;62933;14725;11388;8749;54950;22438;199802;33462;6271;-68;
"25313568";20130101;20131231;"12";320942;173542;106491;102978;101804;50887;30328;138939;47652;10265;11436;
"25313568";20120101;20121231;"12";319053;179840;111938;102006;87784;59941;27234;153352;51376;7763;22194;
"25313568";20110101;20111231;"12";276718;133415;96418;87986;78520;22308;29445;114199;48386;14349;16044;
"25313568";20100101;20101231;"12";318524;189219;99833;78722;90202;61441;32197;112558;46943;11580;-449;
"25313568";20090101;20091231;"12";353818;218181;121463;131435;81641;70852;40724;94080;45487;10999;36211;
"25313568";20080101;20081231;"12";358876;219635;138259;81813;75197;80282;50816;199195;47684;16224;8535;
"00535630";20100101;20101231;"12";12093;8645;7153;2847;481;7777;1430;4970;14911;134;546;
"00535630";20090101;20091231;"12";13564;10519;8028;3125;429;4628;2058;7586;15675;;618;
"00535630";20080101;20081231;"12";13409;9799;5500;3074;416;7994;2341;13579;16829;;211;
"28635035";20110101;20111231;"12";290;290;30;226;16;64;;897;;;-20;
"28635035";20100830;20101231;"5";245;245;26;216;;29;;430;;;21;
"28762967";20100101;20101231;"12";690;572;;391;-53;299;;617;724;;295;
"28762967";20090326;20091231;"10";622;611;;147;;475;;336;20;;-52;
"26845890";20130101;20131231;"12";2546;2394;1264;649;358;1897;;3958;13;;-52;
"26845890";20120101;20121231;"12";2062;1828;944;557;607;364;;3892;39;;-301;
"26845890";20110101;20111231;"12";2450;1879;1198;807;529;82;;2914;;;136;
"26845890";20100101;20101231;"12";1058;1058;726;748;;310;;1833;;;348;
"26845890";20090101;20091231;"12";1116;1116;227;960;;156;;2041;;;480;
"26845890";20080101;20081231;"12";906;906;621;887;;19;;1682;;;105;
"28416783";20130101;20131231;"12";451957;216690;45817;46250;-135719;125164;182212;38113;578081;14948;39368;
"28416783";20120101;20121231;"12";412906;208989;66591;40863;-100476;111031;139138;63468;655059;38948;-24645;
"28416783";20110101;20111231;"12";492643;249120;91375;76119;-80243;143788;157910;84068;711767;21865;-2859;
"28416783";20100101;20101231;"12";560487;287784;93767;96336;;170912;154741;37948;741600;21775;-63307;
"28416783";20100101;20100101;"1";630555;324964;93563;345477;;134881;81393;;;;;
"28416783";20090101;20091231;"12";200;200;;200;;;;;;;;
"28416783";20080625;20081231;"7";200;200;;200;;;;;;;;
"27549381";20130101;20131231;"12";870;683;14;307;;388;;1825;812;;113;
"27549381";20120101;20121231;"12";828;760;17;529;1;294;;1621;910;;401;
"27549381";20110101;20111231;"12";721;596;3;368;13;180;;1292;642;;178;
"27549381";20100101;20101231;"12";669;470;;338;-41;290;;2887;210;217;210;
"27549381";20090101;20091231;"12";1504;1283;5;169;-55;1057;;1784;29;;29;
"27549381";20081021;20081231;"3";149;149;;145;;4;;10;;;-54;
"24252042";20130101;20131231;"12";271;80;;178;-14;93;;;;;-7;
"24252042";20120101;20121231;"12";289;97;;187;;102;;;;;-12;
"49192094";20130101;20131231;"12";56624;23177;836;51996;1180;4720;;9615;40345;;183;
"49192094";20120101;20121231;"12";57916;22810;780;53105;290;4784;;1046;46202;;2899;
"49192094";20110101;20111231;"12";59585;24026;770;54957;1410;4579;;;51932;;3534;
"49192094";20100101;20101231;"12";58926;23022;755;53969;710;4887;;;49483;;3828;
"49192094";20090101;20091231;"12";58722;22520;714;54970;;3709;;;33738;;3476;
"49192094";20080101;20081231;"12";54814;19598;862;53168;;4004;;;46622;;2113;
"28047494";20100101;20101231;"12";2419;2085;;245;14;2174;;;4954;;149;
"28047494";20090119;20091231;"12";218;218;;214;;4;;;1576;;22;
"24171654";20130101;20131231;"12";2798;2766;;437;89;1250;;;15742;;576;
"24171654";20120101;20121231;"12";2652;2587;;294;;1649;;;18645;;542;
"24171654";20111021;20111231;"3";200;200;;200;;;;;;;;
"28432967";20120101;20121231;"12";67726;67692;91;947;167;64969;;200467;;95;493;
"28432967";20110101;20111231;"12";32804;32689;;867;94;31937;;171693;;;225;
"28432967";20100101;20101231;"12";16958;16783;;794;-169;16164;;133008;;;477;
"28432967";20090101;20091231;"12";14357;14139;;531;-27;13711;;106703;;;83;
"28432967";20080721;20081231;"6";4866;4663;;673;;4193;;47454;;;-36;
"25979621";20120101;20121231;"12";1210;1174;1049;315;203;759;87;42;2608;;-50;
"25979621";20110101;20111231;"12";1134;1027;1283;402;162;603;;;1906;;91;
"25979621";20100101;20101231;"12";1254;1034;695;366;152;545;131;;2142;;50;
"25979621";20090101;20091231;"12";1231;922;503;352;112;535;53;;2865;;107;
"25979621";20080101;20081231;"12";1471;1004;344;312;74;783;;;2976;7;80;
"41057155";20120101;20121231;"12";77361;45526;23824;58700;;9800;1883;65537;60757;53;6075;
"41057155";20110101;20111231;"12";82499;46813;29282;56208;;12955;;66540;23677;;2579;
"41057155";20100101;20101231;"12";89244;53404;21587;60004;;14141;;101252;8604;48;14307;
"41057155";20090101;20091231;"12";60192;43394;17376;51672;;8331;;62273;15043;;9194;
"41057155";20080101;20081231;"12";60652;49118;22246;47414;;12532;;89243;5104;;12181;
"25390236";20130101;20131231;"12";32957;25458;11496;21159;16785;3214;1406;4626;51847;1028;5510;
"25390236";20120101;20121231;"12";33467;22711;9365;18945;17988;3190;1933;1362;47907;977;1861;
"25390236";20110101;20111231;"12";34398;22377;10165;18149;14946;5634;813;2628;45987;1284;4193;
"25390236";20100101;20101231;"12";22227;13750;4857;14608;13725;3965;380;981;36073;83;1063;
"25390236";20090101;20091231;"12";22227;13750;4857;14608;13725;3965;380;981;36073;83;1063;
"25390236";20080101;20081231;"12";22238;11761;2642;13886;12332;3410;;4559;49289;66;1626;
"27969363";20100101;20101231;"12";15505;13749;1560;11787;3050;3718;;;40599;;9072;
"27969363";20090101;20091231;"12";14707;12190;116;9098;3049;5269;;;37434;3475;8629;
"27969363";20080101;20081231;"12";15395;13498;100;9530;535;5695;;;41056;80;9523;
"25558811";20130101;20131231;"12";4999;4682;2621;4409;3959;559;;4746;386;;480;
"25558811";20120101;20121231;"12";4659;4206;3022;4068;3865;567;;4654;720;;158;
"25558811";20110101;20111231;"12";5123;4755;1719;4175;3199;914;;7114;735;;1019;
"25558811";20100101;20101231;"12";4260;4175;2055;3310;3412;934;;7994;693;;-117;
"25558811";20090101;20091231;"12";4681;4609;1936;3522;3152;1145;;9658;342;;418;
"25558811";20080101;20081231;"12";5273;5131;2108;3262;2715;1999;;9372;1050;;561;
"29256151";20130101;20131231;"12";3813;2449;466;-99;-3732;3858;;1;7668;773;1108;
"29256151";20120101;20121231;"12";5533;2553;638;-3482;-1835;8980;;;7220;76;-1641;
"29256151";20110101;20111231;"12";5670;1674;759;-1585;;7252;;23;5962;35;-1625;
"29256151";20101206;20101231;"1";251;101;;250;;1;;;;;;
"48153745";20130101;20131231;"12";52972;37893;12643;45412;44242;7316;;19449;;;704;
"48153745";20120101;20121231;"12";50942;34616;13087;45503;44832;5189;;18916;;;248;
"48153745";20110101;20111231;"12";54508;40916;14183;46293;39541;7565;;11492;;193;7665;
"48153745";20100101;20101231;"12";48177;36410;13481;40201;33573;7429;;12858;48716;283;7854;
"48153745";20090101;20091231;"12";42751;33897;11374;34834;24739;7917;;11987;58224;;11945;
"48153745";20080101;20081231;"12";38746;33168;13342;25401;13591;11694;;76822;4153;;13373;
"27769887";20120101;20121231;"12";4569;4195;148;2192;366;2240;;3;14578;;329;
"27769887";20110101;20111231;"12";3616;3598;252;1944;280;1513;;;11209;;148;
"27769887";20100101;20101231;"12";3376;3265;511;1855;121;1431;;;9291;;190;
"27769887";20090101;20091231;"12";2555;2204;273;1687;724;805;;39;9356;;-579;
"27769887";20080101;20081231;"12";5058;4348;436;2290;450;2731;;;13976;;457;
"28144317";20130101;20131231;"12";491;491;217;-26;-120;198;;263;228;;-94;
"28144317";20120101;20121231;"12";1055;1049;223;80;;975;;2802;;;-110;
"29266190";20130101;20131231;"12";18745;17349;1078;14106;5628;4639;;;;;9925;
"29266190";20120101;20121231;"12";18958;16631;6878;6178;6;12780;;;;;6987;
"29266190";20110218;20111231;"11";562;562;;531;;31;;;160;;41;
"45348821";20120101;20121231;"12";21311;13734;719;14045;9745;7188;72;;7770;911;3660;
"45348821";20110101;20111231;"12";17590;10658;937;9828;10775;7056;;;12520;7;-1426;
"45348821";20100101;20101231;"12";18904;10779;571;10912;8228;5978;;;15437;54;2696;
"45348821";20090101;20091231;"12";19287;9322;1352;8280;10497;9175;;;18155;969;-2196;
"26482461";20130101;20131231;"12";24064;3508;1854;23452;-9190;577;;1209;6165;;-478;
"26482461";20120101;20121231;"12";23897;2131;1554;23353;-8145;510;;461;5712;83;-1048;
"26482461";20110101;20111231;"12";25292;2452;1574;24398;-7168;837;;600;6205;;-978;
"26482461";20100101;20101231;"12";25841;1965;1273;25375;-6097;;;780;6863;;-994;
"26482461";20090101;20091231;"12";28466;2946;1659;26447;-4517;2019;;149;6261;;-1521;
"26482461";20080101;20081231;"12";30556;4470;2182;28025;-2082;2428;;2069;6839;;-2225;
"47153822";20120101;20121231;"12";65383;17101;10729;20486;16551;19384;;10810;125019;139;3825;
"47153822";20110101;20111231;"12";76758;20496;10993;17637;14236;24779;;7321;117511;229;3648;
"47153822";20100101;20101231;"12";46364;22313;9072;15334;11900;18085;94;9349;114916;;3555;
"47153822";20090101;20091231;"12";36393;19436;8809;13009;7102;12602;4585;5588;106908;293;6428;
"47153822";20080101;20081231;"12";37361;20131;9971;8220;5902;18350;4595;7675;96175;917;4160;
"29368243";20130101;20131231;"12";45659;68048;19630;-13818;-2323;59139;;15591;156724;3351;-8785;
"29368243";20120827;20121231;"5";38699;62393;18179;-2123;;39814;;4178;39598;961;-510;
"28421612";20110101;20111231;"12";283;283;;-619;-12;882;;;;3564;-805;
"28421612";20100101;20101231;"12";3691;127;;188;-6;3503;;;;;-4;
"28421612";20090101;20091231;"12";3694;130;;194;;3500;;;;;-3;
"28421612";20080707;20081231;"6";659;134;;199;;460;;;;;;
"29115850";20130101;20131231;"12";85925;53194;34446;5172;4938;37540;;;180393;97;1271;
"29115850";20120101;20121231;"12";72987;68227;20961;5158;2426;27016;;;110677;;3347;
"29115850";20110413;20111231;"9";37891;36290;25499;2624;;10966;;;24582;2102;3001;
"26044595";20110101;20111231;"12";169695;65835;17912;129136;117345;36127;;114653;85368;;15004;
"26044595";20100101;20101231;"12";180447;76268;13848;119546;107350;57768;;117036;66385;;11848;
"26044595";20090101;20091231;"12";148786;69003;11591;109550;88187;28561;;108414;115823;;24236;
"26044595";20080101;20081231;"12";142441;65661;9277;90386;57952;37714;;134394;150979;1694;38555;
"60108576";20130101;20131231;"12";298686;111623;51018;14484;8696;58942;30191;;291618;1017;19804;
"60108576";20120101;20121231;"12";277628;73927;36284;22350;-1553;58403;18457;;224850;1355;14391;
"60108576";20110101;20111231;"12";271234;67735;29414;12101;25060;56021;15719;;192025;2785;-9167;
"60108576";20100101;20101231;"12";271306;58910;21557;27929;17230;35537;17496;;186755;1331;5742;
"60108576";20090101;20091231;"12";204709;48725;22444;19490;30665;110321;8065;;111126;720;-9372;
"60108576";20080101;20081231;"12";70077;33183;15463;32925;33739;19873;10254;23813;108069;371;-2879;
"29124158";20130101;20131231;"12";12729;439;121;124;-138;12605;;;40;;-760;
"29124158";20120125;20121231;"12";8933;594;21;62;;8871;;;150;;-36;
"25862618";20120101;20121231;"12";9340;2079;689;4110;3866;2059;88;3482;8166;;377;
"25862618";20110101;20111231;"12";10281;1754;499;3976;3642;2237;338;5365;8594;;529;
"25862618";20100101;20101231;"12";11483;2650;656;3752;3352;2767;32;6595;6531;;669;
"25862618";20090101;20091231;"12";10565;951;140;3462;2988;1755;484;3283;3635;;870;
"25862618";20080101;20081231;"12";11354;1340;18;3098;2541;2413;;13313;3815;;1044;
"26756102";20130101;20131231;"12";15304;11120;;8930;6448;2090;;;;;2416;
"26756102";20120101;20121231;"12";16420;12158;;7196;5092;3516;;;;;1695;
"26756102";20110101;20111231;"12";13845;11136;;10557;4598;2725;;;;;5082;
"26756102";20100101;20101231;"12";12099;9096;;6367;3004;4940;;;27778;0;3151;
"26756102";20090101;20091231;"12";8901;7481;13;4632;264;4093;;;22398;;4566;
"26756102";20080101;20081231;"12";3760;2911;;2096;677;1591;;;8503;;951;
"25208934";20110101;20111231;"12";119570;107869;4363;102117;90;17453;;;255510;;119076;
"25208934";20100101;20101231;"12";133499;130703;6170;73997;36312;19502;;;224072;1122;57887;
"25208934";20090101;20091231;"12";103955;100932;4934;95057;58535;8898;;;140988;;39403;
"25208934";20080101;20081231;"12";69614;65805;5541;58835;;10779;;;202710;;75658;
"25383973";20100101;20101231;"12";61996;31434;10476;27025;21479;19715;7037;4919;56375;;5068;
"25383973";20090101;20091231;"12";45487;16782;7990;23239;21279;7758;4998;5123;27163;;500;
"25383973";20080101;20081231;"12";45217;16234;9150;23039;21008;4930;2999;8774;22458;;1724;
"45149208";20130101;20131231;"12";36779;20635;13124;17825;18119;5759;;25083;;;-322;
"45149208";20120101;20121231;"12";37371;20964;12565;19139;17016;-2067;;29477;;185;2070;
"45149208";20110101;20111231;"12";32107;19032;12612;18726;16136;2637;8459;18632;25604;;2415;
"45149208";20100101;20101231;"12";31369;17505;11470;17156;15144;466;8059;17899;30196;;1980;
"45149208";20090101;20091231;"12";32085;21675;14880;16164;14240;6424;3276;;;;;
"45149208";20080101;20081231;"12";34366;23528;16066;15260;13644;10624;3560;31237;35480;236;1897;
"29124310";20130101;20131231;"12";37651;6698;;24653;8346;177;3159;;;;3;
"29124310";20120215;20121231;"11";31096;6087;;15061;;129;2938;;;;-439;
"28313721";20130101;20131231;"12";5737;5692;;-308;322;6000;;38427;78;;-761;
"28313721";20120101;20121231;"12";3618;3507;;542;-106;2958;;28875;584;;386;
"28313721";20110101;20111231;"12";5345;5127;;702;932;4478;;25462;77;;-380;
"28313721";20100101;20101231;"12";3176;2806;;1153;621;1793;;18588;276;;523;
"28313721";20090101;20091231;"12";2563;2245;;841;;1352;;16519;430;;822;
"27507823";20130101;20131231;"12";17341;8565;2519;7785;4444;5645;;8339;37719;43;3961;
"27507823";20120101;20121231;"12";15557;7703;1880;5663;3121;3386;;2363;37028;3;3363;
"27507823";20110101;20111231;"12";13316;12175;2592;3841;2690;6181;;9996;31294;5;1373;
"27507823";20100101;20101231;"12";9273;8189;3403;2910;1742;6056;;;20883;39;1295;
