ICO;DAT_OD;DAT_DO;POC_MESICU;AKTIVACELK;OBEZNAA;Z;VLASTNIJM;HVML;KZ;KBU;TZPZ;TZPVVAS;ZCPIMM;PROVHOSPV;
"IÈ firmy";"Zaèátek období";"Konec období";"Poèet mìsícù úèetní závìrky";"Aktiva celkem - tis. Kè";"Obìžná aktiva - tis. Kè";"Zásoby - tis. Kè";"Vlastní kapitál - tis. Kè";"Výsledek hospodaøení minulých let - tis. Kè";"Krátkodobé závazky - tis. Kè";"Krátkodobé bankovní úvìry - tis. Kè";"Tržby za prodej zboží - tis. Kè";"Tržby za prodej vlastních výrobkù a služeb - tis. Kè";"Zùstatková cena prodaného dlouhodobého majetku a materiálu - tis. Kè";"Provozní výsledek hospodaøení - tis. Kè";
"28948025";20100101;20101231;"12";8157;133;;-35;-4;3;;;90;;-213;
"28948025";20090818;20091231;"5";4866;67;;196;;;;;;;-4;
"25350871";20130101;20131231;"12";29812;23308;13750;21144;20466;8668;;53674;2134;622;1626;
"25350871";20120101;20121231;"12";28070;21845;12546;20578;18121;7456;;61539;902;332;2576;
"25350871";20110101;20111231;"12";29347;24486;12507;18233;15593;10502;500;68008;219;;2969;
"25350871";20100101;20101231;"12";28569;22788;9917;;;;;64823;;2;1520;
"25350871";20090101;20091231;"12";27838;21838;11802;13847;13374;10571;;51771;;;548;
"25350871";20080101;20081231;"12";30039;22903;14334;13486;11340;12610;;57574;;;914;
"26786354";20130101;20131231;"12";31596;11757;4206;5115;3485;16445;4286;172;20463;1468;636;
"26786354";20120101;20121231;"12";32061;13735;5133;5135;3348;17639;2843;120;17505;58;871;
"26786354";20110101;20111231;"12";17946;6294;2262;4998;2442;3843;6999;33;17468;;1678;
"26786354";20100101;20101231;"12";23102;6656;1748;11292;629;6413;4797;53;18454;;2703;
"26786354";20090101;20091231;"12";13360;3540;1068;9402;-23;2652;757;;10472;;1136;
"26786354";20080101;20081231;"12";11792;2441;1258;8677;-15;2314;280;;8833;;160;
"63216281";20130301;20140228;"12";299483;156673;40869;185674;153251;71568;33158;44341;337935;30695;16083;
"63216281";20120301;20130228;"12";292390;148192;48559;177269;142984;63849;28425;18653;367475;7704;13796;
"63216281";20120101;20121231;"12";292390;148192;48559;177269;142984;63849;28425;18653;367475;7704;13796;
"63216281";20110301;20120229;"12";286448;149885;47865;166964;124615;66019;23665;28427;355874;5584;24608;
"63216281";20110101;20111231;"12";286448;149885;47865;166964;124615;66019;23665;28427;355874;5584;24608;
"63216281";20100101;20110228;"14";255452;145916;42910;148584;110196;65371;19388;22284;301881;2590;19685;
"63216281";20090101;20091231;"12";238475;149445;27357;151679;105484;38449;13938;7904;294980;3134;32347;
"63216281";20080101;20081231;"12";233332;134702;35981;129485;78965;51987;4181;13969;296186;1049;36750;
"29246857";20130101;20131231;"12";13188;8071;2013;12915;11917;238;;510;3184;;222;
"29246857";20120101;20121231;"12";12935;7491;3579;12707;11518;204;;426;3024;;438;
"29246857";20110101;20111231;"12";13341;7518;4010;12308;11244;985;;853;3653;;250;
"29246857";20101029;20101231;" 3";13724;13428;5734;12034;11457;1683;;171;3762;113;-144;
"00029050";20130101;20131231;"12";79945;43781;6957;63827;1395;15130;;471;124733;177;2784;
"00029050";20120101;20121231;"12";76459;41045;6949;61185;;14445;;514;107114;52;2273;
"00029050";20110101;20111231;"12";68407;32792;5536;59945;-1408;8138;;459;58373;736;2138;
"00029050";20100101;20101231;"12";65406;32819;6805;58543;;6639;;511;55179;142;-1310;
"00029050";20090101;20091231;"12";65828;37603;4280;57269;;7304;;799;47499;38055;-23865;
"00029050";20080101;20081231;"12";92236;20825;5373;82252;;9059;;1064;81618;152;-6719;
"28976215";20130101;20131231;"12";23875;8572;2340;4883;1008;3224;;307;28586;1659;2185;
"28976215";20120101;20121231;"12";7428;5865;1968;3208;-826;4218;;181;27069;52;2383;
"28976215";20110101;20111231;"12";4042;2797;1324;1174;-871;2473;393;572;13142;122;97;
"28976215";20100101;20101231;"12";4027;2897;1169;1129;-84;2897;;702;9564;92;-757;
"28976215";20091015;20091231;"3";19;19;;19;;;;;;;-1;
"28180577";20130101;20131231;"12";1166495;213303;101380;662894;-261945;269478;66583;25417;538815;26365;20553;
"28180577";20120101;20121231;"12";1185282;211504;93391;648320;7317;292854;67251;37962;548087;29003;23436;
"28180577";20110101;20111231;"12";1438263;166773;85293;917582;265636;91671;126158;28891;509963;24804;21383;
"28180577";20100101;20101231;"12";1463500;166878;84230;912309;262001;72739;166364;38836;448412;19202;18176;
"28180577";20090101;20091231;"12";1497464;183762;116297;908672;273653;285916;158242;35384;301764;51324;-40838;
"28180577";20080101;20081231;"12";1249863;125780;;955651;;294212;;;;;-211;
"28003373";20100101;20101231;"12";7741;7234;3393;2165;-294;158;;;1740;;581;
"28003373";20090101;20091231;"12";6352;6352;3393;1706;-35;;;4529;450;;-253;
"28003373";20080114;20081231;"12";2015;2015;;1964;;;;;;;-30;
"26877503";20080101;20081231;"12";77715;68871;6207;43053;26999;33771;;;181563;1074;20230;
"29389011";20120101;20121231;"12";2523;1126;;206;6;1686;200;;3811;;29;
"29389011";20111101;20111231;"2";339;121;;207;;1;;;;;7;
"46509755";20130101;20131231;"12";451923;253104;136482;340728;328766;28606;68661;62103;497202;13764;1522;
"46509755";20120101;20121231;"12";491314;271343;152141;334263;328269;29156;108027;65773;518338;12292;5784;
"46509755";20110101;20111231;"12";507875;254712;135167;343780;335360;41278;99600;53504;528154;10778;5496;
"46509755";20100101;20101231;"12";505163;245015;138804;343657;332269;39927;105581;59324;522860;3396;8558;
"46509755";20090101;20091231;"12";519045;223400;115519;340166;333112;37249;118596;51901;448424;15202;11949;
"46509755";20080101;20081231;"12";599886;274361;139571;338610;371846;37599;164842;53197;504359;8820;-33791;
"49448811";20130101;20131231;"12";747041;461795;155085;564018;388129;126265;;28127;1036252;26659;150695;
"49448811";20120101;20121231;"12";624277;325706;142555;517966;411560;78582;;4616;886099;4814;83657;
"49448811";20110101;20111231;"12";568283;275189;125977;456397;387638;85525;;1291;866499;165777;34379;
"49448811";20100101;20101231;"12";582018;221496;95875;432474;290842;45151;;1079;737541;3086;132610;
"49448811";20090101;20091231;"12";488447;163479;69600;335763;274429;69478;;15854;421554;1783;31132;
"49448811";20080101;20081231;"12";492136;187201;120554;319395;272803;68725;;;571853;761;21964;
"22772839";20130101;20131231;"12";493;233;0;200;-15;277;;;11342;;32;
"22772839";20120201;20121231;"11";929;919;81;185;;727;;;3129;;-9;
"63492920";20130101;20131231;"12";28712;8095;2232;18526;15410;5423;;2210;;;1239;
"63492920";20120101;20121231;"12";29599;8398;2025;17610;15398;5679;;4172;;;566;
"63492920";20110101;20111231;"12";30751;10457;1347;17597;11555;5821;;1930;;;-2930;
"63492920";20100101;20101231;"12";32660;13530;1477;13755;10260;4797;;627;;;2728;
"63492920";20100101;20100930;"9";34456;15051;440;15312;10260;5225;;270;23802;;3625;
"63492920";20090101;20091231;"12";32798;14261;640;12475;9115;7562;;977;28580;;2038;
"63492920";20080101;20081231;"12";19108;13976;2257;11408;7073;5059;;6863;;;3402;
"25276476";20120101;20121231;"12";86938;25967;959;41629;5820;20830;5440;8197;73994;1921;3155;
"25276476";20110101;20111231;"12";71086;20961;2620;31041;10012;20053;;5361;73643;625;-2762;
"25276476";20100101;20101231;"12";46214;21761;1075;27164;9301;16982;888;3783;74103;712;866;
"25276476";20090101;20090930;"9";33490;15530;103;13549;8482;12917;4680;2362;48300;2746;1760;
"25276476";20080101;20081231;"12";25363;9623;103;8602;7356;10620;4772;2848;70198;;2196;
"28776097";20130101;20131231;"12";3337;3092;45;940;281;2397;;8;26336;;541;
"28776097";20120101;20121231;"12";2316;2062;25;581;241;1735;;;;;;
"28776097";20110101;20111231;"12";1743;1490;22;541;38;1202;;;5218;;281;
"28776097";20100101;20101231;"12";757;484;8;338;-216;419;;;2973;;285;
"28776097";20090904;20091231;" 4";167;167;;84;;83;;;18;;-203;
"48208051";20130101;20131231;"12";16411;2705;1694;7674;3917;1434;;7;19701;5;1051;
"48208051";20120101;20121231;"12";20044;3389;1734;7547;3747;1279;;1128;17885;9;1075;
"48208051";20110101;20111231;"12";17566;3927;1354;7377;2801;1136;;10;17986;3;1598;
"48208051";20100101;20101231;"12";18895;4487;1891;7131;2840;3642;;19;17705;1;1264;
"48208051";20090101;20091231;"12";17681;2926;1361;6470;3318;477;;35;16822;5;202;
"48208051";20080101;20081231;"12";20899;2591;1477;6651;3344;1162;;48;17680;163;600;
"29383790";20130101;20131231;"12";15207;13967;;6632;282;6431;;;;;4635;
"29383790";20120101;20121231;"12";171;114;;171;-23;;;;;;-5;
"29383790";20110822;20111231;" 5";3660;3442;;1760;;1899;;1649;;;464;
"25217194";20120101;20121231;"12";5306;2954;82;3959;2566;1347;;;10960;;1058;
"25217194";20110101;20111231;"12";4635;1937;82;2932;2479;1413;;;8663;119;395;
"25217194";20100101;20101231;"12";4997;2108;101;2845;2021;1133;;;5098;890;612;
"25217194";20090101;20091231;"12";5324;820;44;2388;3634;1186;;;7015;120;-1422;
"25217194";20080101;20081231;"12";8131;1734;116;3999;5007;613;;;23803;673;-1175;
"28763661";20120101;20121231;"12";100311;84961;39134;49745;3545;50330;;136051;2355;;6714;
"28763661";20110101;20111231;"12";70033;60062;31867;43208;495;26765;;86047;;;6336;
"28763661";20100101;20101231;"12";24329;22332;8850;715;-28;23531;;31836;;372;461;
"28763661";20090327;20091231;"10";4536;3643;1064;173;;4363;;3314;;;12;
"28776984";20130101;20131231;"12";13759;13697;1601;-3832;-3990;17410;;29822;;;103;
"28776984";20120101;20121231;"12";9497;9385;1534;-3755;-3506;13149;;28747;;;-257;
"28776984";20110101;20111231;"12";7216;7031;737;-3271;-2276;10452;;20211;;;-1048;
"28776984";20100101;20101231;"12";4981;4949;255;-2041;-1149;6832;;14152;106;;-1045;
"28776984";20090916;20091231;"4";609;542;23;-914;;781;;497;;;-1133;
"26221454";20130101;20131231;"12";164995;125402;64857;107790;88035;52667;;;176592;8141;5860;
"26221454";20120101;20121231;"12";133395;90736;42529;92227;90308;34260;;;164123;3097;-5553;
"26221454";20110101;20111231;"12";136705;92648;51263;94034;94922;34995;;1339;166839;1129;-7233;
"26221454";20100101;20101231;"12";228926;94224;48945;99701;93871;42375;;369;168598;517;11209;
"26221454";20090101;20091231;"12";219056;81018;46867;105869;93350;27742;;;140758;914;10745;
"26221454";20080101;20081231;"12";230698;89318;54809;102393;93255;36219;;673;223249;23;18501;
"00837091";20110101;20111231;"12";3873;3110;1814;49;-113;3624;;8332;;;294;
"00837091";20100101;20101231;"12";5921;5897;2185;46;-1822;3887;;8062;;;2121;
"00837091";20090101;20091231;"12";4889;4809;2466;-1702;39;4603;;4633;;;-1745;
"00837091";20080101;20081231;"12";6441;6361;2813;170;39;4283;;10220;;;-376;
"28268164";20130101;20131231;"12";81530;88375;35095;15494;2112;61544;;102637;623;;1472;
"28268164";20120101;20121231;"12";1338;1338;453;1576;1172;-238;;1776;;;265;
"28268164";20110101;20111231;"12";6835;6835;34;1392;1199;5443;;3921;;;-51;
"28268164";20100101;20101231;"12";2468;2468;;1419;1051;1048;;8964;;;238;
"28268164";20090101;20091231;"12";2875;2875;155;1261;180;1611;;8940;;;1168;
"28268164";20080122;20081231;"12";2030;2030;;380;;1650;;6002;;;161;
"60708361";20130101;20131231;"12";66935;25107;7766;44871;35309;11912;;2507;105677;58;11079;
"60708361";20120101;20121231;"12";67969;23071;8049;35419;25357;11396;4700;2140;115168;503;14559;
"60708361";20110101;20111231;"12";84520;23181;7330;25466;22269;28552;5000;193;95999;79;5141;
"60708361";20100101;20101231;"12";48195;19215;6702;22379;20009;9418;;783;84780;63;4813;
"60708361";20090101;20091231;"12";42438;14590;4883;20118;16144;7295;;670;77056;398;6273;
"60708361";20080101;20081231;"12";24463;16640;5975;17254;12166;6757;;701;;192;6856;
"26407159";20130101;20131231;"12";1992;1178;37;-7408;-6904;3458;1099;218;4289;;-475;
"26407159";20120101;20121231;"12";1405;924;194;-6659;-4340;3878;539;138;5246;;-2372;
"26407159";20110101;20111231;"12";3035;2916;548;-4120;-3121;4878;916;3619;11463;;-905;
"26407159";20100101;20101231;"12";2600;2288;548;-2901;-1654;4061;;167;19439;889;-1479;
"26407159";20090101;20091231;"12";2497;848;498;-1434;36;3324;;1024;9662;1;-1627;
"26407159";20080101;20081231;"12";4085;2581;1053;236;-405;3387;;955;30867;;-200;
"28134931";20130101;20131231;"12";13564;214;;6372;-31;7192;;;;;-6;
"28134931";20120101;20121231;"12";23562;10212;;6313;-22;7185;;;;;-6;
"28134931";20110319;20111231;"10";7469;178;;6322;;1147;;;;;-18;
"49971034";20130101;20131231;"12";380449;173319;64725;191142;32036;99817;13955;31978;467286;30000;44288;
"49971034";20120101;20121231;"12";413065;205673;71298;191680;34337;115284;23175;71536;443010;24238;33522;
"49971034";20110101;20111231;"12";361598;189669;64055;177550;;114336;20186;43189;344990;13384;51340;
"49971034";20100101;20101231;"12";263568;159335;48383;141537;-31788;57019;21944;34959;339502;14670;43174;
"49971034";20090101;20091231;"12";245679;115038;30075;91115;-42853;70914;28889;35422;350154;9785;18136;
"49971034";20080101;20081231;"12";309492;158238;51655;21686;14090;117575;53224;45099;378032;12765;-45527;
"28809912";20130101;20131231;"12";2215;215;;2180;103;35;;;168;;86;
"28809912";20120101;20121231;"12";31769;17601;;27471;;1443;;;;4;1252;
"28809912";20110101;20111231;"12";2110;127;;2076;;34;;;154;;94;
"00012092";20130101;20131231;"12";92648;68191;26265;43707;-177411;36298;5744;33288;178695;7445;2316;
"00012092";20110101;20111231;"12";111820;79417;30495;29505;-184524;58168;;35426;198106;1438;2664;
"00012092";20100101;20101231;"12";107391;69832;31566;28329;-172561;59484;;34407;175964;359;-16235;
"00012092";20080101;20081231;"12";207746;124059;44585;61893;-123207;89594;54004;45566;262428;5187;-24654;
"46975764";20110101;20111231;"12";102771;79809;23698;30039;23456;55351;14000;;119791;1587;2506;
"46975764";20100101;20101231;"12";81567;56724;24977;29634;21924;33797;13931;;145370;2986;2328;
"46975764";20090101;20091231;"12";75879;52297;19223;28110;19830;32671;13341;;193446;3258;3295;
"46975764";20080101;20081231;"12";89361;63818;25548;26020;16710;46980;13965;;143848;8553;3223;
"25323148";20120101;20121231;"12";84532;82177;19506;83093;68012;1436;;156511;368;65;19101;
"25323148";20110101;20111231;"12";87861;85150;18452;85231;68061;2590;;151367;369;49;20355;
"25323148";20100101;20101231;"12";85313;82462;18037;82281;68570;3028;;148023;109;20;18347;
"25323148";20090101;20091231;"12";80186;77098;23724;75790;64731;4396;;136235;461;229;14610;
"25323148";20080101;20081231;"12";86292;82606;25681;80151;61241;6141;;186226;353;44;23980;
"27797619";20130101;20131231;"12";2254;878;849;98;107;2156;;4;7847;;-91;
"27797619";20120101;20121231;"12";1943;870;538;307;564;1636;;;6971;;-341;
"27797619";20110101;20111231;"12";1064;-314;320;764;647;300;;12;1922;;1;
"27797619";20100101;20101231;"12";1367;891;14;848;280;519;;642;1683;;466;
"27797619";20090101;20091231;"12";1311;1006;52;480;-156;831;;2;1570;;509;
"27797619";20080101;20081231;"12";48;48;;44;-23;4;;28;28;;-130;
"29260981";20120101;20121231;"12";1277;981;378;-1550;-652;1096;;;289;;-1077;
"29260981";20110110;20111231;"12";824;330;92;-235;;111;;;;;-648;
"29187885";20120101;20121231;"12";401;401;;101;28;300;;;1556;;44;
"29187885";20110101;20111231;"12";237;237;;78;13;159;;;1575;;20;
"29187885";20100101;20101231;"12";360;360;;63;;297;;;259;;18;
"29187885";20091106;20091231;"2";50;50;;50;;;;;;;;
"25876996";20130101;20131231;"12";13086;3579;1665;865;-4426;2509;;46;11068;160;141;
"25876996";20120101;20121231;"12";13463;3243;2119;813;-3965;2429;895;25;9266;267;-384;
"25876996";20110101;20111231;"12";12498;1617;1570;1274;-2280;2081;;18;7729;219;-1545;
"25876996";20100101;20101231;"12";14771;2986;1698;2920;381;3098;;32;9731;177;-2518;
"25876996";20090101;20091231;"12";17710;4797;2089;5581;519;12118;;18;14781;260;87;
"25876996";20080101;20081231;"12";18672;5354;1949;5718;203;3399;;;16050;291;413;
"44567693";20130101;20131231;"12";42620;26738;9778;-506;953;33789;6000;60116;1501;831;18;
"44567693";20120101;20121231;"12";46899;29322;11914;519;2414;34514;6000;87910;1417;1127;-611;
"44567693";20110101;20111231;"12";54128;35389;16650;1981;6602;39032;7671;111313;1980;2923;-1709;
"44567693";20100101;20101231;"12";66760;46365;22241;6193;6444;40983;14938;142475;221;556;2522;
"44567693";20090101;20091231;"12";73976;52300;25712;6245;7286;41018;15801;169100;2572;30;2247;
"44567693";20080101;20081231;"12";85407;62327;29086;9083;6584;42015;15123;203451;6532;44;5958;
"28822374";20130101;20131231;"12";352;278;221;-228;-469;580;;;512;;44;
"28822374";20110830;20111231;" 5";192;80;;63;;128;;;;;-136;
"28331699";20110101;20111231;"12";8338;8138;869;1373;814;6963;;;25167;;401;
"28331699";20100101;20101231;"12";8772;8667;858;1034;-214;7738;;;11580;;950;
"25022229";20130101;20131231;"12";108850;92559;31823;87836;76060;20095;;112786;36438;130;14605;
"25022229";20120101;20121231;"12";94392;79093;29199;76169;63587;17222;;157678;5934;;15083;
"25022229";20110101;20111231;"12";89035;73071;25168;63697;52948;23883;;156121;5536;;13070;
"25022229";20100101;20101231;"12";89192;74714;23902;53468;37600;34624;;138140;5561;;18439;
"25022229";20090101;20091231;"12";53858;40096;15061;37710;35364;14106;;73394;5533;;2917;
"25022229";20080101;20081231;"12";61263;43680;20539;35473;27215;18825;;110010;;95;7859;
"28043227";20090101;20091231;"12";269;131;;55;-10;168;43;;46;;-112;
"28043227";20081212;20081231;"1";216;62;;190;;26;;;6;;-10;
"25582232";20130101;20131231;"12";266929;184202;52455;123204;32248;38253;34725;4644;412923;13773;33668;
"25582232";20120101;20121231;"12";209537;125300;42528;106547;32486;16329;49179;6607;258337;28044;22113;
"25582232";20110101;20111231;"12";199391;115356;36643;104381;30062;20765;41172;9895;227007;10542;22001;
"25582232";20100101;20101231;"12";191377;107158;34038;105120;29024;21917;39045;8692;247205;1;31388;
"25582232";20090101;20091231;"12";186883;101454;33649;87740;27107;20885;45049;13794;216137;15138;9468;
"25582232";20080101;20081231;"12";217027;109335;37058;88846;28733;27882;56264;15716;206296;7;4731;
"27973069";20120101;20121231;"12";19217;1842;;11958;-3402;1724;;;2006;;832;
"27973069";20110101;20111231;"12";17830;560;;11131;-5461;172;;;3816;735;2205;
"27973069";20100101;20101231;"12";17211;1786;;8964;-7457;1047;;;3696;;2102;
"27973069";20090101;20091231;"12";16361;530;;6864;-8035;1397;;;4192;;645;
"27973069";20080101;20081231;"12";23623;8374;;6221;-36;8402;;;1131;;-7998;
"28609565";20130101;20131231;"12";25489;18317;11238;8215;2453;11400;3240;;39602;;3690;
"28609565";20120101;20121231;"12";14693;10582;4594;4893;1893;6529;2836;;28218;21;1016;
"28609565";20110101;20111231;"12";10261;9927;1965;2125;1258;7121;873;;23975;;862;
"28609565";20100104;20101231;"12";7684;7230;1865;1478;;6035;;;16339;;1643;
"29199077";20120101;20121231;"12";1896;731;;876;289;1020;;138;;;464;
"29199077";20110101;20111231;"12";2329;2329;;498;77;1831;;1883;;;269;
"29199077";20100118;20101231;"12";320;320;61;285;;35;;135;107;;108;
"26694336";20130101;20131231;"12";174276;64218;;54335;12940;5041;;;8509;112;907;
"26694336";20120101;20121231;"12";156573;48140;1190;53736;10160;5074;;;;917;16;
"26694336";20110101;20111231;"12";158161;45151;1190;50811;9268;47350;;;6295;5257;1379;
"26694336";20100101;20101231;"12";171567;46909;2880;49873;7572;61701;;;;;;
"26694336";20090101;20091231;"12";162898;28181;;48087;9064;54793;;;;;;
"24231525";20130101;20131231;"12";217;217;;217;17;;;;;;;
"24231525";20121010;20121231;" 3";221;221;;217;;4;;;21;;21;
"28104901";20120101;20121231;"12";16423;14933;1285;755;-153;10235;4108;15149;38126;;-627;
"28104901";20110101;20111231;"12";4114;2735;1105;47;-652;1861;;7414;;;-499;
"28104901";20100101;20101231;"12";4321;4139;300;-452;-144;4595;;;;;-467;
"28104901";20090613;20091231;"7";1575;1363;;56;;1310;;;;;-142;
"28316045";20100101;20101231;"12";491;402;;232;17;109;;;464;;20;
"28316045";20090101;20091231;"12";222;221;;218;;4;;;261;;24;
"29158028";20130101;20131231;"12";942;546;;243;-231;501;196;;2699;;289;
"29158028";20120618;20121231;" 7";430;430;69;-30;;458;;;535;;-232;
"25875060";20120101;20121231;"12";51809;9423;7;7727;5931;30533;2049;26;32986;634;4441;
"25875060";20110101;20111231;"12";29565;5937;8;6058;1897;18635;2324;17;33972;259;7027;
"25875060";20100101;20101231;"12";18422;5191;;2024;741;11473;1925;5;26399;;3047;
"25875060";20090101;20091231;"12";12873;5276;;868;499;10029;1976;;19689;;1336;
"25875060";20080101;20081231;"12";8576;3021;;600;547;6285;;;;1374;992;
"63323044";20130101;20131231;"12";32298;23657;15542;17469;18257;14689;;63;22463;;-501;
"63323044";20120101;20121231;"12";26362;18125;7368;18653;13615;7263;;47;28797;;6100;
"63323044";20110101;20111231;"12";19124;10352;4414;14010;10924;4638;;1;30433;;3523;
"63323044";20100101;20101231;"12";18357;10991;5316;11318;9886;5462;;125;21050;;1552;
