ICO;FIRMA75;DAT_OD;POC_MESICU;AKTIVACELK;KP;VLASTNIJM;CIZIZDROJE;KZ;TZPZ;V;TZPVVAS;OHANIM;PROVHOSPV;NU;HOSPVZUO;
"I» firmy";"N·zev firmy";"ZaË·tek obdobÌ";"PoËet mÏsÌc˘ ˙ËetnÌ z·vÏrky";"Aktiva celkem - tis. KË";"Kr·tkodobÈ pohled·vky - tis. KË";"VlastnÌ kapit·l - tis. KË";"CizÌ zdroje - tis. KË";"Kr·tkodobÈ z·vazky - tis. KË";"Trûby za prodej zboûÌ - tis. KË";"V˝kony - tis. KË";"Trûby za prodej vlastnÌch v˝robk˘ a sluûeb - tis. KË";"Odpisy dlouhodobÈho nehmotnÈho a hmotnÈho majetku - tis. KË";"ProvoznÌ v˝sledek hospoda¯enÌ - tis. KË";"N·kladovÈ ˙roky - tis. KË";"V˝sledek hospoda¯enÌ za ˙ËetnÌ obdobÌ (+/-) - tis. KË";
"25265717";"Amcor Flexibles Nov˝ Bydûov, s.r.o.";20100101;"6";683444;96671;103559;578227;578227;;179266;167800;9628;-30883;7297;-41797;
"25265717";"Amcor Flexibles Nov˝ Bydûov, s.r.o.";20090101;"12";510396;46252;145355;365041;365041;;285581;282525;12469;13138;3320;13831;
"25265717";"Amcor Flexibles Nov˝ Bydûov, s.r.o.";20080101;"12";184830;70167;31525;153287;150344;99;235832;236507;12502;-45554;2950;-49377;
"25206745";"AMI Autointerier, s.r.o.";20130101;"12";54175;830;-399;54574;28010;;25491;25491;1326;-1125;217;-2561;
"25206745";"AMI Autointerier, s.r.o.";20120101;"12";50075;814;2247;47871;20105;;34658;34658;1313;598;116;297;
"25206745";"AMI Autointerier, s.r.o.";20110101;"12";42733;2444;1992;40741;17712;;34361;34361;1296;501;852;-998;
"25206745";"AMI Autointerier, s.r.o.";20100101;"12";28024;1316;3245;24779;11942;;30859;30859;989;1858;605;1396;
"25206745";"AMI Autointerier, s.r.o.";20090101;"12";26524;851;1849;24592;7633;;27465;27465;1077;2456;801;1291;
"25206745";"AMI Autointerier, s.r.o.";20080101;"12";27202;3909;831;26177;6189;;28959;28959;772;726;498;37;
"28764226";"Amulet logistic, a.s.";20130101;"12";435557;168273;161845;271468;109963;210093;292546;286028;6551;13059;5581;13431;
"28764226";"Amulet logistic, a.s.";20120101;"12";436678;115338;190234;245617;95360;175974;180641;181824;8237;16324;2296;14331;
"28764226";"Amulet logistic, a.s.";20120101;"1";191662;56051;77903;111517;59648;;;;;;;;
"28764226";"Amulet logistic, a.s.";20110101;"12";2926;;1348;1578;1578;;;;;-304;34;-339;
"28764226";"Amulet logistic, a.s.";20100101;"12";2771;;1687;1084;1084;;;;;-240;34;-275;
"28369564";"Andre Sedmak Studio, s.r.o.";20130101;"12";200;;200;;;;;;;;;;
"28369564";"Andre Sedmak Studio, s.r.o.";20120101;"12";200;;200;;;;;;;;;;
"28369564";"Andre Sedmak Studio, s.r.o.";20110101;"12";200;;200;;;;;;;;;;
"28369564";"Andre Sedmak Studio, s.r.o.";20100101;"12";200;;200;;;;;;;;;;
"28369564";"Andre Sedmak Studio, s.r.o.";20090101;"12";200;;200;;;;;;;;;;
"12090000";"AntonÌn TrËka";20130101;"12";16048;2679;5156;10876;1719;;16533;16406;216;3961;11;3063;
"12090000";"AntonÌn TrËka";20120101;"12";4814;1691;3450;1352;1236;;14771;14937;234;3360;27;2658;
"12090000";"AntonÌn TrËka";20110101;"12";4039;1240;2320;1709;1504;;15542;15647;210;3345;38;2723;
"24778877";"Anvis AVT, s.r.o.";20130101;"12";688634;143309;438393;245445;144856;132735;1036216;1045463;99830;20525;1066;27066;
"24778877";"Anvis AVT, s.r.o.";20120101;"12";733763;181377;466827;261915;152645;136562;1051813;1052460;89545;21449;1360;16223;
"24778877";"Anvis AVT, s.r.o.";20110101;"12";829625;216580;490151;309545;186397;126388;1056864;1044774;92596;9347;2171;5532;
"24778877";"Anvis AVT, s.r.o.";20110101;"1";868625;165767;559619;294930;194000;;;;;;;;
"24778877";"Anvis AVT, s.r.o.";20101220;"1";200;;194;5;5;;;;;-6;;-6;
"28812051";"Apelo, s.r.o.";20130101;"12";3809;1528;2102;1707;1707;10308;1486;1486;54;735;1;712;
"28812051";"Apelo, s.r.o.";20120101;"12";5542;2211;1390;4152;4152;6699;;;;432;;354;
"28812051";"Apelo, s.r.o.";20110103;"12";1777;834;1036;741;741;680;15;15;;44;;36;
"28625480";"API Novo Machinery, s.r.o.";20130101;"12";3141;1483;87;3028;2319;562;9928;9742;213;-1306;55;-1428;
"28625480";"API Novo Machinery, s.r.o.";20120101;"12";5945;2753;1515;3032;1709;69;14676;;134;1075;16;787;
"28625480";"API Novo Machinery, s.r.o.";20110101;"12";2684;1587;728;1923;1813;62;11694;;19;424;;271;
"28625480";"API Novo Machinery, s.r.o.";20100525;" 7";1777;648;457;1320;1320;314;4496;;9;302;;257;
"27134369";"Apokron, s.r.o.";20130101;"12";11465;3545;-3304;14678;4505;;9691;9708;1286;-4402;836;-5244;
"27134369";"Apokron, s.r.o.";20120101;"12";12928;4706;1940;10331;3317;;27927;27910;855;1952;585;987;
"27134369";"Apokron, s.r.o.";20110101;"12";13823;6443;954;12814;8566;;28882;28882;474;2107;582;1011;
"27134369";"Apokron, s.r.o.";20100101;"12";9233;2683;-67;9300;3295;19;31135;;171;-873;498;-1534;
"27134369";"Apokron, s.r.o.";20090101;"12";28697;1135;1477;27122;21807;138;46411;;-76;1024;332;59;
"28563271";"APP Europe, s.r.o.";20120101;"12";9375;4617;4356;5019;1623;;19836;19836;960;642;94;333;
"28563271";"APP Europe, s.r.o.";20110101;"12";9607;4447;4023;5584;5584;;21913;21913;;4248;164;3982;
"28563271";"APP Europe, s.r.o.";20100101;"12";6708;2308;41;6667;3351;;6508;6508;960;-2428;255;-2947;
"28563271";"APP Europe, s.r.o.";20090101;"12";8140;2955;988;7152;3208;;10745;;960;-1384;185;-1877;
"28563271";"APP Europe, s.r.o.";20081020;"3";7856;1205;2864;4948;4759;;1143;;475;-1036;;-1136;
"27514234";"Appro Agro, s.r.o.";20130101;"12";194;108;107;78;78;;115;100;;25;;25;
"27514234";"Appro Agro, s.r.o.";20120101;"12";129;19;82;30;30;;271;232;;247;1;246;
"27514234";"Appro Agro, s.r.o.";20110101;"12";38;13;-164;193;193;;188;294;;43;11;25;
"27514234";"Appro Agro, s.r.o.";20100101;"12";162;21;-189;342;342;;-4;426;;-325;34;-369;
"27514234";"Appro Agro, s.r.o.";20090101;"12";881;273;180;688;688;;1848;2527;;226;38;176;
"27514234";"Appro Agro, s.r.o.";20080101;"12";1241;;4;1228;1228;;1315;181;8;-12;8;-26;
"28808428";"APZ N·chod, s.r.o.";20120101;"12";1965;373;1171;794;397;;666;666;27;407;;304;
"28808428";"APZ N·chod, s.r.o.";20101111;"2";199;;199;;;;;;;;;-1;
"26088207";"Aqua Servis KZ, s.r.o.";20130101;"12";4404;1210;3239;1118;1118;2;10287;10382;9;373;;297;
"26088207";"Aqua Servis KZ, s.r.o.";20120101;"12";4877;698;3541;1282;1282;148;11245;11245;132;731;12;576;
"26088207";"Aqua Servis KZ, s.r.o.";20110101;"12";6567;1645;4965;1552;1480;139;11637;11558;473;751;20;581;
"26088207";"Aqua Servis KZ, s.r.o.";20100101;"12";6909;1857;5584;1285;1090;683;13610;13610;529;827;20;646;
"26088207";"Aqua Servis KZ, s.r.o.";20090101;"12";8149;1630;5738;2356;2038;2019;16149;16198;178;4495;;3573;
"26088207";"Aqua Servis KZ, s.r.o.";20080101;"12";4570;1066;2165;2369;2369;118;15737;15731;24;2470;;1881;
"25560590";"ARM Stav, s.r.o.";20130101;"12";595;160;445;150;150;;3652;3652;;198;;159;
"25560590";"ARM Stav, s.r.o.";20120101;"12";1023;;359;664;664;;5441;5441;;51;;39;
"25560590";"ARM Stav, s.r.o.";20110101;"12";796;;319;477;477;;3965;3965;;117;;94;
"25560590";"ARM Stav, s.r.o.";20100101;"12";231;;226;5;5;;28;28;;28;;23;
"25560590";"ARM Stav, s.r.o.";20090101;"12";203;;203;;;;;;;;;;
"25560590";"ARM Stav, s.r.o.";20080101;"12";203;;203;;;;;;;;;;
"29210291";"AS Plasty, s.r.o.";20120101;"12";262;186;226;36;36;483;;;;8;;3;
"29210291";"AS Plasty, s.r.o.";20110101;"12";344;179;224;120;120;746;;;;16;;9;
"29210291";"AS Plasty, s.r.o.";20100331;"10";242;52;214;28;28;1041;;;;21;;14;
"49450387";"AS-Cool Best, s.r.o.";20130101;"12";1;;1;;;;;;;;;;
"49450387";"AS-Cool Best, s.r.o.";20120101;"12";1;;1;;;;;;;;;;
"49450387";"AS-Cool Best, s.r.o.";20110101;"12";1;;-201;202;202;;;;;;;;
"49450387";"AS-Cool Best, s.r.o.";20100101;"12";1;;-201;202;202;;;;;;;;
"49450387";"AS-Cool Best, s.r.o.";20090101;"12";1;;-201;202;202;;;;;;;;
"49450387";"AS-Cool Best, s.r.o.";20080101;"12";1;;-201;202;202;;;;;;;;
"47669381";"Aseko, s. r. o.";20130101;"12";4492;1606;3256;1236;1236;;11226;11105;236;447;3;272;
"47669381";"Aseko, s. r. o.";20120101;"12";4834;2777;3884;950;950;;14687;14687;213;1590;4;1185;
"47669381";"Aseko, s. r. o.";20110101;"12";4388;1185;3498;890;846;;17345;17487;117;2193;72;1564;
"47669381";"Aseko, s. r. o.";20100101;"12";4437;2040;1915;2522;1531;;12524;12830;33;797;17;445;
"47669381";"Aseko, s. r. o.";20090101;"12";3677;812;2228;1449;765;;10488;;94;435;7;238;
"47669381";"Aseko, s. r. o.";20080101;"12";4002;728;2318;1632;1009;;12447;;347;553;;278;
"26110296";"Atlantis Yacht Charter druûstvo";20120101;"12";936;1298;512;424;424;;1677;;;513;;512;
"26110296";"Atlantis Yacht Charter druûstvo";20110101;"12";99;47;48;51;41;;135;;;11;;11;
"26110296";"Atlantis Yacht Charter druûstvo";20100101;"12";44;;44;;;;;;;-6;;-6;
"27762025";"ATQ, s.r.o.";20130101;"12";66643;16720;50133;16370;8024;1618;46650;;5506;21985;411;17172;
"27762025";"ATQ, s.r.o.";20120101;"12";55076;7061;33454;21466;7212;374;41271;39807;4371;12802;516;9904;
"27762025";"ATQ, s.r.o.";20110101;"12";42529;5200;23550;18978;10935;1370;35055;35526;2978;14681;291;11694;
"27762025";"ATQ, s.r.o.";20100101;"12";27569;11248;11856;15712;5557;858;21357;20798;1886;2845;150;2047;
"27762025";"ATQ, s.r.o.";20090101;"12";14760;4080;9809;4951;4951;152;16034;16179;763;1825;;1581;
"27762025";"ATQ, s.r.o.";20080101;"12";13176;1899;8228;4948;4948;296;15873;;788;2633;;2117;
"28764170";"Auto 96, s.r.o.";20110101;"12";1546;11;169;1377;1377;558;285;285;;-120;;-113;
"28764170";"Auto 96, s.r.o.";20100101;"12";340;1;282;58;58;;285;285;28;110;;94;
"28764170";"Auto 96, s.r.o.";20090423;"9";188;;188;;;;;;;-17;;-12;
"63468611";"Auto-MacÌk, s.r.o.";20130101;"12";1289;318;521;768;768;4605;502;502;24;82;;36;
"63468611";"Auto-MacÌk, s.r.o.";20120101;"12";1290;410;399;891;829;5752;508;508;51;397;;279;
"63468611";"Auto-MacÌk, s.r.o.";20110101;"12";120;;120;;;;;;;-14;;-24;
"28784855";"Autogalant, s.r.o.";20130101;"12";3162;1416;239;2923;1711;;5861;5861;240;-46;19;-74;
"28784855";"Autogalant, s.r.o.";20120101;"12";1907;1287;313;1594;1594;;5291;5291;86;17;;11;
"28784855";"Autogalant, s.r.o.";20110101;"12";1247;1085;302;877;877;;4498;4498;16;40;;23;
"28784855";"Autogalant, s.r.o.";20100107;"12";912;871;279;633;633;;3469;3469;;102;;79;
"48171514";"Avon Automotive, a.s.";20130101;"12";649173;314393;548820;100353;87301;43277;732628;727945;22504;62760;;67133;
"48171514";"Avon Automotive, a.s.";20120101;"12";581583;250656;481690;99886;93552;39410;637288;634409;21246;6227;30;-1367;
"48171514";"Avon Automotive, a.s.";20110101;"12";566185;254156;483057;83128;79117;13078;670613;669706;20371;24408;1370;18742;
"48171514";"Avon Automotive, a.s.";20100101;"12";616642;307542;134441;482201;142931;17385;629556;630126;21031;38503;24386;92570;
"48171514";"Avon Automotive, a.s.";20090101;"12";489087;169168;41871;447141;117333;57951;467395;468909;26287;-30758;22127;-32214;
"48171514";"Avon Automotive, a.s.";20080101;"12";507088;155829;74084;432438;86055;29495;530769;532074;32899;-42333;25205;-106469;
"15063470";"AVT, s.r.o.";20110101;"12";12585;6168;8128;4382;2910;;25984;;686;1231;58;1050;
"15063470";"AVT, s.r.o.";20100101;"12";11735;3607;7078;4570;4421;;25521;24014;605;358;49;153;
"15063470";"AVT, s.r.o.";20090101;"12";10488;3522;6925;3547;2197;;20005;;416;-510;65;-1808;
"15063470";"AVT, s.r.o.";20080101;"12";21360;15856;8734;12353;10713;;34746;;325;5719;113;5608;
"24272183";"Azim Trade CZ, s.r.o.";20130101;"12";195;3;170;25;25;;;;;-8;;-8;
"24272183";"Azim Trade CZ, s.r.o.";20120919;" 4";203;3;178;25;25;;;;;-22;;-22;
"26912791";"Bajer group, s.r.o.";20130101;"12";15895;1702;12974;2921;2921;;12568;12568;1335;175;;112;
"26912791";"Bajer group, s.r.o.";20120101;"12";16292;1214;12862;3430;3430;;13719;13719;1188;294;;248;
"26912791";"Bajer group, s.r.o.";20110101;"12";19082;1411;12614;6468;6468;;15363;15363;1192;1449;;1212;
"26912791";"Bajer group, s.r.o.";20100101;"12";17600;1877;11402;6195;5901;;18605;18605;812;474;;455;
"26912791";"Bajer group, s.r.o.";20090101;"12";15700;1878;10947;4676;4676;;17038;17038;677;257;;142;
"26912791";"Bajer group, s.r.o.";20080101;"12";12063;2161;10605;1351;1351;0;22663;22663;363;3553;;2757;
"28798881";"Bartoö CZ, s.r.o.";20110101;"12";1352;231;545;807;722;346;3878;3878;77;498;30;346;
"28798881";"Bartoö CZ, s.r.o.";20100720;"6";295;;198;97;37;294;;;;13;;-2;
"28767446";"Baufest, s.r.o.";20110101;"12";1702;281;789;913;359;6472;;;75;281;120;57;
"28767446";"Baufest, s.r.o.";20100101;"12";1753;89;733;1020;591;;6270;6270;98;124;;49;
"26224232";"Bautoma, s.r.o.";20130101;"12";4;2;-11;15;15;;;;;-11;;-11;
"28749421";"BazÈny relax, s.r.o.";20120101;"12";8262;2347;1751;6811;6811;21360;6740;6425;117;1561;;1251;
"28749421";"BazÈny relax, s.r.o.";20111122;"2";200;;200;;;;;;;;;;
"25886398";"Bazenyfm CZ, s.r.o.";20120101;"12";1876;159;479;1398;1341;1168;335;;;21;18;-2;
"25886398";"Bazenyfm CZ, s.r.o.";20110101;"12";1386;196;481;903;820;2512;148;;55;9;35;-34;
"25886398";"Bazenyfm CZ, s.r.o.";20100101;"12";1358;178;515;843;725;2676;462;;58;368;23;232;
"25886398";"Bazenyfm CZ, s.r.o.";20090101;"12";936;130;284;613;571;1909;704;;48;68;19;39;
"25886398";"Bazenyfm CZ, s.r.o.";20080101;"12";1488;426;245;1243;1136;2445;1053;1053;5;-5;24;-13;
"26807947";"Bdstav Morava, s.r.o.";20110101;"12";61758;33199;29531;32227;25420;;144698;;4214;2095;321;799;
"26807947";"Bdstav Morava, s.r.o.";20100101;"12";54790;12869;28732;25970;16022;;101959;98278;297;8590;417;7595;
"26807947";"Bdstav Morava, s.r.o.";20090101;"12";24949;9065;9610;15339;7198;;88991;91214;;1722;318;979;
"26807947";"Bdstav Morava, s.r.o.";20080101;"12";26347;7169;9631;16716;9620;;53544;;1244;3062;289;1996;
"25516434";"Be-Tong, s.r.o.";20130101;"12";17725;1807;-1850;19192;5907;2712;7995;7611;3718;-4856;;-4911;
"25516434";"Be-Tong, s.r.o.";20120101;"12";20459;2211;3061;17398;2817;1550;9526;9270;5215;-3933;;-3969;
"25516434";"Be-Tong, s.r.o.";20110101;"12";25998;5575;7030;18968;3864;998;12374;12099;4059;-2654;;-2684;
"25516434";"Be-Tong, s.r.o.";20100101;"12";51343;20109;9714;41629;25999;1234;2252;5269;1792;-5185;;-4906;
"25516434";"Be-Tong, s.r.o.";20090101;"12";;;;;;7244;8311;2220;1200;-21;;147;
"25516434";"Be-Tong, s.r.o.";20080101;"12";14679;1612;14473;206;206;11134;958;958;282;2853;;2513;
"61776572";"Becker Bohemia, s.r.o.";20120101;"12";130792;18061;15343;115333;50348;413;152396;152305;6630;-3866;2473;-6487;
"61776572";"Becker Bohemia, s.r.o.";20110101;"12";92776;20906;21830;70709;47659;297;141658;142167;4322;9556;812;4968;
"61776572";"Becker Bohemia, s.r.o.";20100101;"12";79126;25049;16862;62105;34556;380;135916;135597;3686;10736;123;8897;
"61776572";"Becker Bohemia, s.r.o.";20090101;"12";61103;10064;8304;52750;17501;244;123761;123926;3997;5595;241;3066;
"61776572";"Becker Bohemia, s.r.o.";20080101;"12";67074;11949;5238;61794;20783;825;112631;112366;3942;3141;306;761;
"25999401";"Bema Lanökroun, s.r.o.";20130101;"12";31540;11908;8256;22739;14070;34261;14011;;1123;6753;505;4212;
"25999401";"Bema Lanökroun, s.r.o.";20120101;"12";27245;9589;4043;23003;16670;34523;14828;;915;3851;560;2388;
"25999401";"Bema Lanökroun, s.r.o.";20110101;"12";25987;8631;1655;24097;17986;30731;6948;;892;-445;399;-585;
"25999401";"Bema Lanökroun, s.r.o.";20100101;"12";25789;7522;5241;20548;15174;24144;4597;4575;364;1038;274;672;
"25999401";"Bema Lanökroun, s.r.o.";20090101;"12";9952;6179;1569;8383;6467;19261;2917;2732;206;1112;214;572;
"25999401";"Bema Lanökroun, s.r.o.";20080101;"12";6945;4662;997;5948;5084;12573;16;;62;274;125;353;
"29266327";"Benofol, s.r.o.";20120101;"12";3264;2141;1221;2039;2039;;7509;7509;74;1289;;1037;
"29266327";"Benofol, s.r.o.";20110211;"11";184;;184;;;;;;;-15;;-16;
"28594703";"Beskyd Solar, s.r.o.";20130101;"12";7653;30;-437;8090;2794;;1083;1083;425;269;366;-67;
"28594703";"Beskyd Solar, s.r.o.";20120101;"12";8026;20;-371;8397;2772;;1197;;425;247;389;-100;
"28594703";"Beskyd Solar, s.r.o.";20110101;"12";8437;24;-271;8708;2777;;1222;;425;313;408;-102;
"28594703";"Beskyd Solar, s.r.o.";20100101;"12";8649;17;-169;8818;2599;;31;;;-36;193;-352;
"28594703";"Beskyd Solar, s.r.o.";20090729;"6";183;3;183;;;;;;;-17;;-17;
"25467395";"Beus, s.r.o.";20100101;"12";3166;72;513;2653;402;2;8612;;86;29;;32;
"25467395";"Beus, s.r.o.";20090101;"12";3221;69;481;2740;388;;8564;;186;-170;;-288;
"25467395";"Beus, s.r.o.";20080101;"12";3715;1629;769;2946;2945;;10914;10914;209;252;;167;
"29061237";"BHB-Okna a Dve¯e, s.r.o.";20130101;"12";4142;710;1061;3081;2593;;18069;18069;;1230;2;380;
"29061237";"BHB-Okna a Dve¯e, s.r.o.";20120101;"12";3471;1052;681;2790;2790;;5502;5502;;781;;481;
"29109035";"BI Sos, s.r.o.";20130101;"12";10302;301;-1899;12201;221;;2342;2342;2;195;;194;
"29109035";"BI Sos, s.r.o.";20120101;"12";13749;3879;-2093;15842;7333;;2577;2577;;330;;328;
"29109035";"BI Sos, s.r.o.";20110101;"12";13028;3252;-2421;15448;6939;;2519;2519;;-2597;;-2601;
"29109035";"BI Sos, s.r.o.";20101013;"3";26266;3664;180;26086;20180;;;;;-20;;-20;
"29110947";"BI ZE3, s.r.o.";20130101;"12";14886;13982;3013;11873;3859;;12592;12592;;332;165;270;
"29110947";"BI ZE3, s.r.o.";20120101;"12";23450;22264;6743;16330;9811;8359;18222;18222;;3304;36;2528;
"29110947";"BI ZE3, s.r.o.";20110101;"12";12268;11575;4215;8053;1690;2634;1965;1965;;962;;840;
"29110947";"BI ZE3, s.r.o.";20101129;"2";9934;9914;3375;6559;5087;9734;;;;3920;;3175;
"27508617";"Biodam, s.r.o.";20130101;"12";11304;1659;3778;7526;2702;296;26673;26673;1270;3985;;3857;
"27508617";"Biodam, s.r.o.";20120101;"12";4437;1436;-79;4516;3725;474;12712;12712;859;-3279;1;-3308;
"27508617";"Biodam, s.r.o.";20110101;"12";9941;6251;3229;6710;5785;7051;10569;10569;311;-848;;-15;
"27508617";"Biodam, s.r.o.";20100101;"12";11788;2100;3446;8342;6585;4257;42313;42104;489;6205;8;5735;
"27508617";"Biodam, s.r.o.";20090101;"12";23775;2200;-2289;26064;13390;5388;13271;13271;276;299;4;25;
"27508617";"Biodam, s.r.o.";20080101;"12";6616;4515;-2314;8328;3328;1912;16653;16653;;-3369;;-3383;
"29072280";"Bleil Invest, s.r.o.";20130101;"12";77585;6278;2837;74748;3007;;16394;16394;3002;1651;1156;4207;
"29072280";"Bleil Invest, s.r.o.";20120101;"12";79932;11834;-1370;81302;13248;;7724;7724;2999;1607;1967;-784;
"29072280";"Bleil Invest, s.r.o.";20110101;"12";78710;4456;-586;79274;7317;1327;7536;7536;2524;2118;2407;-700;
"29072280";"Bleil Invest, s.r.o.";20100101;"12";73431;2104;114;73018;74;11930;3573;3573;;1388;1463;161;
"49967029";"BM plus, s.r.o.";20120101;"12";65804;15292;23437;42093;18503;146836;1247;-327;1635;1075;571;-1401;
"49967029";"BM plus, s.r.o.";20110101;"12";61506;20600;24837;36228;26077;155897;140;140;2157;4896;52;3647;
"49967029";"BM plus, s.r.o.";20100101;"12";53011;21479;26259;26752;26752;121987;1049;1049;2772;2061;183;1090;
"49967029";"BM plus, s.r.o.";20090101;"12";45774;14719;25169;20293;16243;100285;1169;1460;1089;4329;44;3372;
"49967029";"BM plus, s.r.o.";20080101;"12";40182;12723;21743;18439;15637;84629;271;-94;;910;;1239;
"26022494";"Bocr Trading, s.r.o.";20130101;"12";9570;5689;3329;6241;2143;47935;1704;586;378;818;54;783;
"26022494";"Bocr Trading, s.r.o.";20120101;"12";15820;10378;2546;13274;6728;49007;1542;612;300;2962;102;2233;
"26022494";"Bocr Trading, s.r.o.";20110101;"12";18615;8533;313;18185;4775;61360;1942;1212;301;3453;240;2435;
"26022494";"Bocr Trading, s.r.o.";20100101;"12";20445;13951;-2122;22487;9971;57449;3686;1089;484;-4262;361;-4884;
"26022494";"Bocr Trading, s.r.o.";20090101;"12";32043;17565;2762;29233;15143;52871;28724;29633;1397;-5807;594;-5838;
"26022494";"Bocr Trading, s.r.o.";20080101;"12";41174;21270;8600;32114;29001;86881;30186;29288;923;1913;303;1547;
"28586921";"Bohemia Okno, a.s.";20130101;"12";35209;23301;7391;27792;27724;87;234999;234999;330;1755;;1302;
"28586921";"Bohemia Okno, a.s.";20120101;"12";27077;20252;6097;20952;20874;124;245432;245432;516;439;;303;
"28586921";"Bohemia Okno, a.s.";20110101;"12";23118;14731;5631;17443;17368;;142590;142590;736;4655;;3701;
"28586921";"Bohemia Okno, a.s.";20100101;"12";10774;7009;2093;8652;10169;444;58751;58751;616;1044;;819;
"28586921";"Bohemia Okno, a.s.";20090529;"8";5224;1333;1274;3932;3922;4663;9;9;73;-712;;-726;
"25840096";"Bokatech, s.r.o.";20130101;"12";3503;2297;1564;1928;1328;8029;114;114;;793;48;646;
"25840096";"Bokatech, s.r.o.";20120101;"12";2682;1430;918;1764;924;3084;57;57;;129;40;175;
"25840096";"Bokatech, s.r.o.";20110101;"12";2838;1871;742;2024;738;3761;204;204;132;205;60;237;
"25840096";"Bokatech, s.r.o.";20100101;"12";2416;552;505;1910;326;2203;197;197;81;229;57;80;
"25840096";"Bokatech, s.r.o.";20090101;"12";1551;1034;425;1126;1081;1905;484;;;153;36;85;
"25840096";"Bokatech, s.r.o.";20080101;"12";1403;593;340;1063;682;3311;982;;;167;58;68;
"27738795";"Bonita Group Service, s.r.o.";20120101;"12";10342;889;5849;4324;1478;;47216;;776;1779;196;1087;
"27738795";"Bonita Group Service, s.r.o.";20110101;"12";9685;3796;4763;4810;811;;37122;;429;3288;202;2365;
"27738795";"Bonita Group Service, s.r.o.";20100101;"12";5061;445;2398;2615;406;32;12825;12825;227;1106;139;745;
"27738795";"Bonita Group Service, s.r.o.";20090101;"12";2644;144;1653;976;847;3301;14919;;79;868;80;640;
"27738795";"Bonita Group Service, s.r.o.";20080101;"12";1327;178;9;1281;650;165;3520;;105;221;56;126;
"29207177";"Bopal - window and door accessories, s. r.o.";20130101;"12";122643;49260;22279;100364;55125;162739;23509;19454;3248;1920;186;474;
"29207177";"Bopal - window and door accessories, s. r.o.";20120101;"12";89947;25814;24778;65169;39930;151893;18713;15688;1755;1791;;1137;
"29207177";"Bopal - window and door accessories, s. r.o.";20110101;"12";79655;24883;24676;54979;39067;105918;13468;13468;1093;5464;;6054;
"29207177";"Bopal - window and door accessories, s. r.o.";20100322;"10";21697;6226;10101;11596;11969;23297;2042;;182;266;;101;
"60740582";"Branopac CZ, s.r.o.";20130101;"12";63609;9616;45929;17680;16868;31643;48366;48993;2309;8073;6;5613;
"60740582";"Branopac CZ, s.r.o.";20120101;"12";50602;9162;40316;10284;9085;31050;38652;;2791;6816;350;4827;
"60740582";"Branopac CZ, s.r.o.";20110101;"12";54792;7208;40288;14420;14420;32542;45577;;4036;16916;573;12678;
"60740582";"Branopac CZ, s.r.o.";20100101;"12";57007;5674;40442;16481;9708;31728;40603;;4109;14111;749;10548;
"60740582";"Branopac CZ, s.r.o.";20090101;"12";54112;4876;33493;20582;7018;19656;34889;;2584;8251;777;5530;
"60740582";"Branopac CZ, s.r.o.";20080101;"12";44876;5372;28802;16070;7144;31249;37630;;2937;8849;687;5943;
"26320657";"Braun Kabel, s.r.o.";20130101;"12";5658;4997;-33116;38774;37374;;72923;73208;90;-1843;111;-2738;
"26320657";"Braun Kabel, s.r.o.";20120101;"12";5706;;-30378;36084;34650;;69922;69274;171;-7765;190;-5313;
"26320657";"Braun Kabel, s.r.o.";20110101;"12";932;1071;-23931;24863;8353;;65441;65441;170;-6702;98;-4508;
"26320657";"Braun Kabel, s.r.o.";20100101;"12";3283;1841;-18841;22124;3818;;39113;39113;198;-4406;92;2969;
"26320657";"Braun Kabel, s.r.o.";20090101;"12";2121;1654;-21799;23920;2856;;29569;29569;209;-1628;115;-2125;
"26320657";"Braun Kabel, s.r.o.";20080101;"12";672;960;-19676;20348;5699;;58672;58672;171;478;131;-402;
"29381657";"Brebeck Composite, s.r.o.";20130101;"12";29019;13055;9019;19792;9435;;48795;48795;2711;4256;62;3468;
"29381657";"Brebeck Composite, s.r.o.";20120101;"12";16320;4653;5551;10517;9355;;32643;32643;1913;7779;84;6565;
"29381657";"Brebeck Composite, s.r.o.";20110719;"6";8451;1518;-1014;9424;9424;;497;497;841;-1103;;-1214;
"63491796";"Building Plastics »R, s.r.o.";20100101;"12";124409;41842;78361;45728;26978;78767;147828;138403;2593;-5423;226;-6917;
"63491796";"Building Plastics »R, s.r.o.";20090101;"12";177380;31548;125969;51235;16880;83484;173066;173361;4368;13938;1287;9273;
"63491796";"Building Plastics »R, s.r.o.";20080101;"12";201690;69586;116696;84516;27187;123978;219965;214702;5494;16080;1970;12230;
"25927175";"Byty Riegrova, s.r.o.";20130101;"12";37;;37;;;;;;;;;;
"25927175";"Byty Riegrova, s.r.o.";20120101;"12";37;;37;;;;;;;;;;
"25927175";"Byty Riegrova, s.r.o.";20110101;"12";37;;37;;;;;;;;;;
"25927175";"Byty Riegrova, s.r.o.";20100101;"12";37;;37;;;;;;;;;;
"25927175";"Byty Riegrova, s.r.o.";20090101;"12";37;;37;;;;;;;;;-2;
"25927175";"Byty Riegrova, s.r.o.";20080101;"12";43;;39;4;;;;;;;;-3;
"28006062";"C. B. Plus druûstvo";20120101;"12";815;238;-77;892;778;;7035;7035;83;48;14;8;
