ICO;FIRMA75;DAT_OD;POC_MESICU;AKTIVACELK;KP;VLASTNIJM;CIZIZDROJE;KZ;TZPZ;V;TZPVVAS;OHANIM;PROVHOSPV;NU;HOSPVZUO;
"I» firmy";"N·zev firmy";"ZaË·tek obdobÌ";"PoËet mÏsÌc˘ ˙ËetnÌ z·vÏrky";"Aktiva celkem - tis. KË";"Kr·tkodobÈ pohled·vky - tis. KË";"VlastnÌ kapit·l - tis. KË";"CizÌ zdroje - tis. KË";"Kr·tkodobÈ z·vazky - tis. KË";"Trûby za prodej zboûÌ - tis. KË";"V˝kony - tis. KË";"Trûby za prodej vlastnÌch v˝robk˘ a sluûeb - tis. KË";"Odpisy dlouhodobÈho nehmotnÈho a hmotnÈho majetku - tis. KË";"ProvoznÌ v˝sledek hospoda¯enÌ - tis. KË";"N·kladovÈ ˙roky - tis. KË";"V˝sledek hospoda¯enÌ za ˙ËetnÌ obdobÌ (+/-) - tis. KË";
"27660702";"JO Tradeing, s.r.o.";20090101;"12";3653;1964;-5671;9025;5902;37986;;;140;-4913;245;-5200;
"27660702";"JO Tradeing, s.r.o.";20080101;"12";10931;6824;-2618;13471;9597;72334;108;108;42;-1762;451;-2744;
"29303401";"Jobinn & Hostessinn, s.r.o.";20120101;"12";1151;729;265;886;886;;3629;3629;;70;;65;
"28847342";"John Bean Technologies, s.r.o.";20130101;"12";6068;3270;-1039;7107;1739;;13172;;148;1123;77;921;
"28847342";"John Bean Technologies, s.r.o.";20120413;" 9";1170;1063;-1960;3130;592;;1533;1533;11;-2145;;-2160;
"25945017";"Josef äkrkoÚ - Techplast, a.s.";20130101;"12";412116;92613;259886;152230;43485;38953;457964;448707;16885;99414;8607;78546;
"25945017";"Josef äkrkoÚ - Techplast, a.s.";20120101;"12";355509;92419;208781;146728;33116;34818;430035;425950;17110;33494;586;28431;
"25945017";"Josef äkrkoÚ - Techplast, a.s.";20110101;"12";321166;93163;212473;108693;73097;32242;433133;420372;15976;63779;272;52363;
"25945017";"Josef äkrkoÚ - Techplast, a.s.";20100101;"12";266498;83990;167828;98670;78670;20724;382755;375804;13328;62223;28;48156;
"25945017";"Josef äkrkoÚ - Techplast, a.s.";20090101;"12";242372;71007;180734;61638;39838;18299;291830;288141;12751;37720;171;29833;
"25945017";"Josef äkrkoÚ - Techplast, a.s.";20080101;"12";234938;53342;186813;48125;22725;22983;343416;337389;13474;40866;508;27966;
"25815491";"Jubo okna, s.r.o.";20120101;"12";27752;10810;5187;22515;16657;15;47521;50397;429;-799;137;-1299;
"25815491";"Jubo okna, s.r.o.";20110101;"12";31052;8982;8274;22778;19102;1421;65411;64010;794;-977;;-1255;
"25815491";"Jubo okna, s.r.o.";20100101;"12";27336;9374;9530;17806;17806;6125;53005;51755;1403;-7527;1;-7589;
"25815491";"Jubo okna, s.r.o.";20090101;"12";32069;13304;17127;14942;14942;5;59153;59844;1441;-6762;20;-6920;
"25815491";"Jubo okna, s.r.o.";20080101;"12";38532;16557;24208;14324;14234;;86194;88358;1495;3405;76;2577;
"25583824";"K Z k Bojkovice, s.r.o.";20110101;"12";57180;3667;23325;33855;8530;;37973;33934;1433;7251;117;5690;
"25583824";"K Z k Bojkovice, s.r.o.";20100101;"12";55805;5418;17637;37785;6217;;29743;30141;1157;4184;50;3136;
"25583824";"K Z k Bojkovice, s.r.o.";20090101;"12";54942;1910;14501;40441;5481;789;19144;17674;777;1602;25;1095;
"25583824";"K Z k Bojkovice, s.r.o.";20080101;"12";42442;1410;13406;29036;3216;548;21000;;522;1662;17;1265;
"28631749";"K+H Expert, s.r.o.";20120101;"12";125;3;120;5;5;;2;2;;-21;;-23;
"28631749";"K+H Expert, s.r.o.";20110101;"12";163;1;144;19;19;;215;215;;-9;;-11;
"28631749";"K+H Expert, s.r.o.";20100726;"6";160;4;154;6;6;;;;;-45;;-46;
"28219937";"K.A.L.T. Pneu, a.s.";20130101;"12";236405;96400;95561;140836;80443;277580;160027;160400;10359;58;1375;-3527;
"28219937";"K.A.L.T. Pneu, a.s.";20120101;"12";240032;89859;99088;140818;78159;292212;159726;163235;11667;-14403;1670;-16537;
"28219937";"K.A.L.T. Pneu, a.s.";20110101;"12";284097;111125;115625;167709;93384;402881;168883;165002;12151;-4077;1943;-8337;
"28219937";"K.A.L.T. Pneu, a.s.";20100101;"12";269412;103637;131436;137950;69538;367217;165747;163945;11817;13761;1775;7473;
"28219937";"K.A.L.T. Pneu, a.s.";20090101;"12";261676;94587;125991;135524;66685;315600;141739;145076;12678;7971;1979;2028;
"28219937";"K.A.L.T. Pneu, a.s.";20080101;"12";274325;88592;127310;146657;70664;336976;167902;166267;12878;10591;2764;3347;
"28639456";"Kaem Tisk, s.r.o.";20130101;"12";8857;1294;3803;5054;2059;;11549;11549;476;2329;109;1756;
"28639456";"Kaem Tisk, s.r.o.";20120101;"12";4375;1376;2047;2328;1783;;9349;9345;459;892;80;618;
"28639456";"Kaem Tisk, s.r.o.";20110101;"12";3308;1138;1428;1125;1125;;8841;8692;414;1593;58;1227;
"28639456";"Kaem Tisk, s.r.o.";20101026;"3";756;465;200;556;556;;747;747;53;2;;;
"14613182";"Karla, s.r.o.";20130101;"12";948653;327771;292543;649756;347560;379058;555794;447362;33769;-21485;8541;-30695;
"14613182";"Karla, s.r.o.";20120101;"12";787604;193247;323601;460415;153237;403328;581982;508583;29526;8795;8871;591;
"14613182";"Karla, s.r.o.";20110101;"12";773722;255627;323382;444305;110188;476077;554937;491970;30626;17685;7782;11528;
"14613182";"Karla, s.r.o.";20100101;"12";656630;212057;312128;340399;123193;489093;324523;274948;30696;19315;5359;10948;
"14613182";"Karla, s.r.o.";20090101;"12";568895;132826;301455;264170;70380;330295;174649;140169;31635;-57426;7897;-67625;
"14613182";"Karla, s.r.o.";20080101;"12";690482;153844;369486;317791;72268;773944;358706;323072;28995;15339;12062;19671;
"15030211";"Kart·Ëovny, s.r.o.";20130101;"12";41929;6332;28825;12841;3791;2724;60250;55022;2840;2733;267;2281;
"15030211";"Kart·Ëovny, s.r.o.";20120101;"12";40474;7420;28143;12076;3182;1913;47892;49698;3304;1370;372;645;
"15030211";"Kart·Ëovny, s.r.o.";20110101;"12";44175;6128;28181;15986;3367;1656;49672;46596;3004;1908;400;1510;
"15030211";"Kart·Ëovny, s.r.o.";20100101;"12";42463;7352;27975;14167;3848;5237;53004;54064;3267;475;457;-443;
"15030211";"Kart·Ëovny, s.r.o.";20090101;"12";45908;8909;28983;16656;4021;4227;53973;54095;2379;282;652;-2661;
"15030211";"Kart·Ëovny, s.r.o.";20080101;"12";53406;14828;29454;23845;3871;3156;63610;61995;1956;-591;1008;-1088;
"47470011";"Kasi, s.r.o.";20130101;"12";880871;157509;471063;409340;81444;185183;472761;462997;66373;40623;8416;25869;
"47470011";"Kasi, s.r.o.";20120101;"12";906224;157614;445193;460688;111133;203910;398340;382148;71287;20504;9808;7025;
"47470011";"Kasi, s.r.o.";20110101;"12";1033310;305363;438168;594956;118230;230469;327679;327035;43548;28010;12972;2589;
"47470011";"Kasi, s.r.o.";20100101;"12";859861;152401;435579;424149;122990;257868;319248;319971;32794;44611;5198;30690;
"47470011";"Kasi, s.r.o.";20090101;"12";594442;218618;404854;189504;54216;287082;333865;332138;23800;56631;4044;37023;
"47470011";"Kasi, s.r.o.";20080101;"12";539421;186280;367831;170549;54361;389659;326434;323668;23422;37241;4634;34623;
"28784090";"Kaso éamberk, s.r.o.";20100101;"12";3498;421;223;3276;3200;836;16673;16673;;177;;36;
"28784090";"Kaso éamberk, s.r.o.";20091221;"1";200;;187;13;;;;;;-13;;-13;
"45536902";"KBB, s.r.o.";20130101;"12";;;-588;588;588;;;;;;;;
"45536902";"KBB, s.r.o.";20120101;"12";;;-588;588;588;;;;;;;;
"45536902";"KBB, s.r.o.";20110101;"12";;;-588;588;588;;;;;;;;
"45536902";"KBB, s.r.o.";20100101;"12";;;-588;588;588;;;;;;;;
"45536902";"KBB, s.r.o.";20090101;"12";;;-588;588;588;;;;;-122;;-122;
"45536902";"KBB, s.r.o.";20080101;"12";254;;-466;720;720;;;;;;;;
"64356043";"KDK Automotive Czech, s.r.o.";20130101;"12";459577;196989;305132;154097;139833;;1153279;1147528;20505;139534;583;134724;
"64356043";"KDK Automotive Czech, s.r.o.";20130101;"12";459577;196989;305132;154097;139833;;1153279;1147528;20505;139534;583;134724;
"64356043";"KDK Automotive Czech, s.r.o.";20130101;"12";459577;196989;305132;154097;139833;;1153279;1147528;20505;139534;583;134724;
"64356043";"KDK Automotive Czech, s.r.o.";20120101;"12";279539;49384;170408;108783;81359;;1045076;1046556;19039;-65157;1077;-71213;
"64356043";"KDK Automotive Czech, s.r.o.";20110101;"12";457243;232544;242161;214675;180441;;927828;928279;19232;-1228;280;-3620;
"64356043";"KDK Automotive Czech, s.r.o.";20100101;"12";345549;98654;246100;98753;85458;;864163;872815;22214;8480;211;8294;
"64356043";"KDK Automotive Czech, s.r.o.";20090101;"12";386946;91705;237918;147980;141447;;873159;879777;28548;-9655;1753;-11303;
"64356043";"KDK Automotive Czech, s.r.o.";20080101;"12";437067;143915;249363;186569;183574;;820665;821625;22646;-41634;123;-39562;
"29318301";"Kebek PTC, s.r.o.";20130124;"12";27223;16089;334;26889;26889;192;21674;19179;940;224;178;134;
"27781917";"Kemmerich Czech, s.r.o.";20130101;"12";501150;101713;88943;411506;198078;;361142;362234;23433;9241;11460;-26024;
"27781917";"Kemmerich Czech, s.r.o.";20120101;"12";446638;58819;114968;323443;95810;;319802;318117;19358;19201;8228;14063;
"27781917";"Kemmerich Czech, s.r.o.";20110101;"12";338571;44273;101356;226476;59215;;287695;286999;18723;25714;11071;7119;
"27781917";"Kemmerich Czech, s.r.o.";20100101;"12";310646;28448;94117;215880;47483;;215767;211434;17559;16904;9753;16004;
"27781917";"Kemmerich Czech, s.r.o.";20090101;"12";314990;23503;78113;236158;39492;;108530;101380;16524;6319;11059;6743;
"27781917";"Kemmerich Czech, s.r.o.";20080101;"12";392410;6630;71370;319230;39471;;19981;16417;4627;-12607;5644;-34431;
"25997572";"Kenox, s.r.o.";20130101;"12";87232;67465;33173;54059;52405;171335;359;359;546;-3856;318;-2358;
"25997572";"Kenox, s.r.o.";20120101;"12";181899;151763;35237;146662;139557;351420;1095;1095;787;1322;394;246;
"25997572";"Kenox, s.r.o.";20110101;"12";111280;85867;34990;76290;68390;255056;552;552;769;11703;464;8054;
"25997572";"Kenox, s.r.o.";20100101;"12";112331;98584;26936;85394;76249;222231;114;114;794;4980;684;3180;
"25997572";"Kenox, s.r.o.";20090101;"12";103020;92181;24256;78764;69315;239247;77;77;729;14167;739;10728;
"25997572";"Kenox, s.r.o.";20080101;"12";97136;79892;13528;83512;77511;387420;338;338;479;10955;712;9192;
"01782398";"KFT Kaplice, s.r.o.";20130101;"12";11753;5381;882;10101;5093;;25169;23221;8;1163;62;682;
"27962067";"KH Czechia/Cetto Czechia, s.r.o.";20120101;"12";25358;14462;8318;17040;17040;577;114255;114255;1886;7411;;7189;
"27962067";"KH Czechia/Cetto Czechia, s.r.o.";20110101;"12";18692;12752;1029;17663;17663;718;106727;106727;1657;1847;;1626;
"27962067";"KH Czechia/Cetto Czechia, s.r.o.";20100101;"12";10066;6356;-505;10571;10571;1100;94677;;542;3186;310;1327;
"27962067";"KH Czechia/Cetto Czechia, s.r.o.";20090101;"12";10523;8441;-1832;12355;12355;221;60551;;542;-596;337;-1173;
"28776682";"Kingspan Environmental Sp. z o.o.";20130101;"12";12336;7911;3831;5189;5189;29351;734;734;34;1577;;1241;
"28776682";"Kingspan Environmental Sp. z o.o.";20120101;"12";10726;5755;2590;5555;5280;29253;318;318;55;1996;;1337;
"28776682";"Kingspan Environmental Sp. z o.o.";20110101;"12";8920;5649;1253;3616;3616;33168;433;433;44;1487;;1008;
"28776682";"Kingspan Environmental Sp. z o.o.";20100101;"12";8545;4217;244;3234;3234;35006;817;;15;809;;389;
"28776682";"Kingspan Environmental Sp. z o.o.";20090916;"4";7069;1444;-145;5518;5518;5239;;;;-155;;-145;
"26383101";"Kirchmann, s.r.o.";20120101;"12";32481;5999;10848;21633;15110;;88203;88203;3448;3108;434;1736;
"26383101";"Kirchmann, s.r.o.";20110101;"12";22885;8953;9112;13773;7024;;88378;88032;3232;1963;352;1175;
"26383101";"Kirchmann, s.r.o.";20100101;"12";18002;3706;7937;10065;3695;;73992;73992;1051;1796;229;-61;
"26383101";"Kirchmann, s.r.o.";20090101;"12";18484;8121;7998;10486;4971;;57561;57559;2143;3438;190;2390;
"26383101";"Kirchmann, s.r.o.";20080101;"12";15449;5500;5819;9630;4498;;57024;56947;1996;1573;118;41;
"26693755";"Klimaut, s.r.o.";20130101;"12";12701;10083;2767;9905;9855;7403;2793;2793;;1026;;708;
"26693755";"Klimaut, s.r.o.";20120101;"12";8809;5855;2059;6720;6670;4948;2671;2671;3;-698;;-829;
"26693755";"Klimaut, s.r.o.";20110101;"12";8782;7006;2888;5882;5832;5605;2884;2884;19;685;;314;
"26693755";"Klimaut, s.r.o.";20100101;"12";10416;7464;2574;7833;7783;3759;14153;14153;15;2608;;2186;
"26693755";"Klimaut, s.r.o.";20090101;"12";3933;1853;388;3545;3495;5530;2572;2572;35;-663;;-727;
"28610199";"Komax Trade, s.r.o.";20130101;"12";7249;2482;-1270;8519;4905;12729;9;9;183;-2893;206;-3173;
"28610199";"Komax Trade, s.r.o.";20120101;"12";10509;5149;1903;8606;6626;29031;171;171;159;1216;19;910;
"28610199";"Komax Trade, s.r.o.";20110101;"12";10122;4743;993;9129;8478;33220;641;641;12;734;;588;
"28610199";"Komax Trade, s.r.o.";20100105;"12";7150;1527;405;6745;6745;13479;11;11;;229;;205;
"29387094";"Komos Automotive Czech, s.r.o.";20130101;"12";104711;30114;9054;95065;93897;;286950;284623;1793;9815;20;1638;
"29387094";"Komos Automotive Czech, s.r.o.";20120101;"12";92313;8367;7447;84790;84590;;137180;136367;989;1414;21;1027;
"29387094";"Komos Automotive Czech, s.r.o.";20110930;" 4";16185;156;6420;8160;8160;;1257;91;511;-1468;;-1580;
"25206583";"Konatex, s.r.o.";20120101;"12";570;17;-346;916;535;73;821;844;3;-201;74;-288;
"25206583";"Konatex, s.r.o.";20110101;"12";658;198;-58;716;442;15;1371;1327;7;-423;27;-465;
"25206583";"Konatex, s.r.o.";20100101;"12";606;204;418;188;188;;1590;;10;-296;;-321;
"25206583";"Konatex, s.r.o.";20090101;"12";911;220;741;170;170;;1772;;14;-594;;-623;
"25206583";"Konatex, s.r.o.";20080101;"12";1668;455;1370;298;298;;6560;;8;102;;70;
"46963987";"Koral, s.r.o.";20130101;"12";34037;8253;18101;14963;8869;29054;11040;11040;993;-1804;1172;-3509;
"46963987";"Koral, s.r.o.";20120101;"12";55622;9403;21611;33267;11049;25905;12590;12590;1840;-490;1476;-2016;
"46963987";"Koral, s.r.o.";20110101;"12";59229;15002;23627;35276;11188;38268;11764;11764;1780;716;1137;-660;
"46963987";"Koral, s.r.o.";20100101;"12";61002;16495;24287;36444;11048;49528;12466;12466;1727;1509;1560;-109;
"46963987";"Koral, s.r.o.";20090101;"12";66602;19123;24396;41687;15145;60833;11343;11343;1861;271;1649;-1549;
"46963987";"Koral, s.r.o.";20080101;"12";69170;16316;25945;42942;14540;86847;8536;8536;2303;-1280;1158;-2904;
"27758711";"Kord·rna Plus, a.s.";20130101;"12";1429588;427792;874015;554545;262686;51425;2223479;2194651;103270;106985;10874;422092;
"27758711";"Kord·rna Plus, a.s.";20120101;"12";1391980;375031;544394;845383;145552;89855;2263429;2243010;113846;90798;15244;59187;
"27758711";"Kord·rna Plus, a.s.";20100901;"16";1386021;291215;466312;916149;121866;161647;2611401;2569083;169771;74991;29645;55180;
"27758711";"Kord·rna Plus, a.s.";20100901;"1";1280879;265296;342113;936532;70408;;;;;;;;
"27758711";"Kord·rna Plus, a.s.";20100101;"8";1154140;2617;340066;814074;414052;;;;;-9;4584;-4826;
"27758711";"Kord·rna Plus, a.s.";20090101;"12";32199;30342;2142;30057;37;;;;;-8;;115;
"27758711";"Kord·rna Plus, a.s.";20080101;"12";2042;;2027;15;15;;;;;-13;;47;
"28303041";"Korek Building, s.r.o.";20110101;"12";1939;1217;-967;2905;1024;;4192;;;197;63;104;
"28303041";"Korek Building, s.r.o.";20100101;"12";1766;920;-1071;2837;966;;6292;;;-1208;66;-1290;
"28303041";"Korek Building, s.r.o.";20090101;"12";318;171;222;96;96;;171;;17;19;;18;
"28303041";"Korek Building, s.r.o.";20080929;" 4";206;;205;1;;;18;18;12;6;;5;
"28023978";"Koro-Prace druûstvo";20110101;"12";652;641;-868;1520;1520;;2009;;;-633;4;-653;
"28023978";"Koro-Prace druûstvo";20100101;"12";1003;820;-215;1218;1109;;3595;;7;-28;6;-48;
"28023978";"Koro-Prace druûstvo";20090101;"12";931;884;-167;1098;1098;;3707;3707;11;-218;;-234;
"28023978";"Koro-Prace druûstvo";20080625;"7";232;172;-19;251;251;;626;;;-61;;-69;
"26091607";"Kovo Blatn·, s.r.o.";20120101;"12";24427;2296;22103;2324;874;84;11081;11245;543;4563;;3579;
"26091607";"Kovo Blatn·, s.r.o.";20110101;"12";21047;3073;18524;2523;773;82;13491;13594;724;4751;2;4000;
"26091607";"Kovo Blatn·, s.r.o.";20100101;"12";16622;2085;14524;2098;315;58;10095;9809;1019;2055;17;1526;
"26091607";"Kovo Blatn·, s.r.o.";20090101;"12";15672;949;12998;2674;216;130;7075;7404;1203;2841;43;2075;
"26091607";"Kovo Blatn·, s.r.o.";20080101;"12";13959;1433;10922;3037;254;25;16377;16326;1382;3867;83;2816;
"26364522";"Kovoplan, s.r.o.";20130101;"12";23448;2329;4099;19349;6624;;18304;18059;1305;3595;438;2747;
"26364522";"Kovoplan, s.r.o.";20120101;"12";20457;927;1652;18799;4427;;12964;9901;1459;-1164;497;-1874;
"26364522";"Kovoplan, s.r.o.";20110101;"12";11832;1974;3626;8206;1819;;13917;13201;1323;1686;155;1048;
"26364522";"Kovoplan, s.r.o.";20100101;"12";8612;1010;2931;5681;1789;;15968;22671;1946;2460;164;1749;
"26364522";"Kovoplan, s.r.o.";20090101;"12";16442;1190;1922;14520;9341;;15357;8062;2137;1289;256;692;
"26364522";"Kovoplan, s.r.o.";20080101;"12";9718;745;2339;7379;1275;;15901;15778;2170;1632;343;1110;
"29290589";"Kovosteel Recycling, s.r.o.";20130101;"12";91425;32957;7452;83938;38831;403872;15571;14830;3397;6331;1893;2078;
"29290589";"Kovosteel Recycling, s.r.o.";20120101;"12";88918;44541;6096;82814;40379;466224;20303;19862;1151;9758;1723;6082;
"29290589";"Kovosteel Recycling, s.r.o.";20110101;"12";2016;1;-30;2046;2046;;;;19;-222;4;-230;
"24294217";"Kovplast ZS, s.r.o.";20130101;"12";434;25;212;218;218;;1961;1961;9;49;;45;
"24294217";"Kovplast ZS, s.r.o.";20120515;" 8";169;;167;;;;79;79;15;-33;;-33;
"29255295";"KP Kranking, s.r.o.";20120101;"12";2375;59;-2203;4536;4536;157;721;721;315;-860;;-873;
"29255295";"KP Kranking, s.r.o.";20110101;"12";1167;61;-1330;2446;2446;38;1144;1144;878;-1516;;-1530;
"29255295";"KP Kranking, s.r.o.";20101210;"1";200;;200;;;;;;;;;;
"60704641";"KrejËÌ & KrejËÌ, s.r.o.";20130101;"12";3262;1386;-8473;11723;11723;6026;20;33;;-769;;-1291;
"60704641";"KrejËÌ & KrejËÌ, s.r.o.";20120101;"12";4544;2343;-7182;11700;11700;6125;80;74;;-682;11;-555;
"60704641";"KrejËÌ & KrejËÌ, s.r.o.";20110101;"12";5270;2486;-6627;11882;11882;6198;21;28;172;-695;;-1024;
"60704641";"KrejËÌ & KrejËÌ, s.r.o.";20100101;"12";3518;1286;-5602;9093;9093;9172;312;321;;657;;692;
"60704641";"KrejËÌ & KrejËÌ, s.r.o.";20090101;"12";1919;593;-6295;8150;8150;4550;101;50;;-916;1;-956;
"48911348";"Kuraray Europe Moravia, s.r.o.";20130101;"12";320723;9242;235079;85644;65295;;95801;95801;18727;21668;634;11758;
"48911348";"Kuraray Europe Moravia, s.r.o.";20110101;"12";410202;13006;227464;182738;10463;;118453;117616;19616;29631;2666;17800;
"48911348";"Kuraray Europe Moravia, s.r.o.";20100101;"12";381204;18217;209664;171476;30848;;134803;133441;15106;22433;537;12389;
"48911348";"Kuraray Europe Moravia, s.r.o.";20090101;"12";272805;18357;197275;75530;63307;;114362;113035;9311;33297;;24961;
"48911348";"Kuraray Europe Moravia, s.r.o.";20080101;"12";195043;6586;172314;22729;7128;;135681;134009;8452;37140;;36037;
"46343369";"Kurt O. John, s.r.o.";20130101;"12";45909;17134;43549;2335;2335;;2548;8204;1950;5864;122;5302;
"46343369";"Kurt O. John, s.r.o.";20120101;"12";73172;22889;38247;33670;31681;;;;;;;;
"46343369";"Kurt O. John, s.r.o.";20110101;"12";72357;21701;32252;38411;36451;;183248;183544;3188;9503;392;4631;
"46343369";"Kurt O. John, s.r.o.";20100101;"12";66743;17317;27621;39031;33839;17;162300;161899;5458;188;470;-4498;
"46343369";"Kurt O. John, s.r.o.";20090101;"12";71758;21667;32119;39397;31983;;157612;154372;7099;1248;453;-1396;
"46343369";"Kurt O. John, s.r.o.";20080101;"12";74893;21346;33515;38811;34612;7;159707;155196;7122;6758;493;502;
"26072351";"KVD CZ, s.r.o.";20130101;"12";2002;1358;923;1079;1079;;10423;10423;;109;9;71;
"26072351";"KVD CZ, s.r.o.";20120101;"12";2137;1687;852;1285;1285;;6887;6887;64;250;;211;
"26072351";"KVD CZ, s.r.o.";20110101;"12";1534;728;641;893;893;;10772;10772;192;468;;361;
"26072351";"KVD CZ, s.r.o.";20100101;"12";2391;1446;281;2110;2110;;15434;15434;256;321;;250;
"26072351";"KVD CZ, s.r.o.";20090101;"12";2423;1041;30;2393;2393;;10090;10090;160;179;11;120;
"26072351";"KVD CZ, s.r.o.";20080101;"12";1505;948;-163;1638;1638;;15487;15487;1;47;;-85;
"25917293";"KXP, s.r.o.";20130101;"12";18562;6088;17467;1095;1095;;19403;19419;115;10916;;10934;
"25917293";"KXP, s.r.o.";20120101;"12";16452;5474;11533;4919;4919;;17275;17692;87;-19632;;-19582;
"25917293";"KXP, s.r.o.";20110101;"12";31907;11958;31115;792;792;;24289;24218;85;13471;;9788;
"25917293";"KXP, s.r.o.";20100101;"12";20459;11062;17118;3341;3341;16;21608;21337;160;14902;;12064;
"25917293";"KXP, s.r.o.";20090101;"12";33353;27198;30692;2661;2661;3;11695;11395;237;6368;;5089;
"25917293";"KXP, s.r.o.";20080101;"12";28891;21886;24901;3990;3990;3;36789;36777;177;25290;;19980;
"62515314";"Ladislav PrchlÌk";20120101;"12";29206;3925;15872;13334;5083;138;21060;20178;681;657;427;43;
"62515314";"Ladislav PrchlÌk";20110101;"12";28534;5111;15456;13078;4372;195;15158;15208;705;-27;528;-686;
"62515314";"Ladislav PrchlÌk";20100101;"12";26726;2341;13909;12817;1609;238;13913;12973;126;9722;304;9098;
"62515314";"Ladislav PrchlÌk";20090101;"12";6831;1851;4819;2012;1466;209;15213;15213;337;313;12;-294;
"62515314";"Ladislav PrchlÌk";20080903;"4";7396;1314;5234;2162;1543;354;15108;15108;532;409;4;263;
"11434783";"Ladislav äkar˝d - Pink";20130101;"12";29804;593;28433;1371;1371;;6978;6978;1977;4618;145;4466;
"11434783";"Ladislav äkar˝d - Pink";20120101;"12";32053;287;28600;3453;3453;2682;2862;2862;1676;283;34;231;
"11434783";"Ladislav äkar˝d - Pink";20110101;"12";40698;1087;30977;9234;7613;23719;5548;5540;1649;493;194;274;
"11434783";"Ladislav äkar˝d - Pink";20100101;"12";43650;542;29918;13649;9388;20836;6075;6045;1511;2364;358;1360;
"11434783";"Ladislav äkar˝d - Pink";20090101;"12";44516;1267;29387;15075;8222;25160;6673;6673;1216;2230;549;1101;
"11434783";"Ladislav äkar˝d - Pink";20080101;"12";52669;4387;27688;24796;12009;46094;15599;15599;3797;13228;1013;10381;
"26436761";"Laga Borohr·dek, s.r.o.";20130101;"12";17812;4518;12721;5091;4546;16280;20055;20055;1980;2410;54;1729;
"26436761";"Laga Borohr·dek, s.r.o.";20120101;"12";13619;4614;10992;2627;2627;;14257;14257;2042;1642;;1179;
"26436761";"Laga Borohr·dek, s.r.o.";20110101;"12";12871;3265;9813;3058;3058;;11259;;1822;2286;;1800;
"26436761";"Laga Borohr·dek, s.r.o.";20100101;"12";10477;2522;8012;2465;2465;18313;586;;1438;2208;;1881;
"26436761";"Laga Borohr·dek, s.r.o.";20090101;"12";9762;1772;6131;3631;2293;14377;552;;1233;1979;;1698;
"26436761";"Laga Borohr·dek, s.r.o.";20080101;"12";8755;1936;4433;4322;2301;20756;835;;700;2325;71;1794;
"28223209";"Lanex, a.s.";20130101;"12";430357;92513;170290;258663;93797;32679;627655;627428;40565;10481;2635;-2338;
"28223209";"Lanex, a.s.";20120101;"12";550279;97805;274323;274680;103787;42557;731790;734661;43671;28623;4699;46654;
"28223209";"Lanex, a.s.";20110101;"12";561502;103225;257054;304070;101245;77612;694884;674549;38071;29671;5861;13134;
"28223209";"Lanex, a.s.";20100101;"12";679076;154725;313756;364588;157951;45664;899956;905275;43504;38125;8601;64439;
"28223209";"Lanex, a.s.";20090101;"12";625437;132025;249557;374575;137821;50287;716656;725458;43018;14731;14161;8020;
"28223209";"Lanex, a.s.";20090101;"1";718234;154476;209744;507283;153144;;;;;;;;
"28223209";"Lanex, a.s.";20080101;"12";405816;1689;243659;162157;66995;;;;;-270;3311;-3341;
"63275899";"LD Okna, a.s.";20120101;"12";85955;33919;8294;77661;59177;131;138582;140412;1007;-8167;870;-9050;
"63275899";"LD Okna, a.s.";20110101;"12";98828;38953;17039;81789;74174;181;172637;179453;749;4000;666;2017;
"63275899";"LD Okna, a.s.";20100101;"12";105296;36226;5015;100281;96481;537;187755;180704;1225;-7212;3;-5891;
"63275899";"LD Okna, a.s.";20100101;"1";100793;35401;10900;89893;85533;;;;;;;;
"63275899";"LD Okna, a.s.";20090101;"12";21990;;10191;11799;11799;;;;;-47;;-48;
"63275899";"LD Okna, a.s.";20080101;"9";22485;;2726;19759;19759;;;;;-108;;-109;
"48591726";"Letoplast, s.r.o.";20130101;"12";286405;73755;132846;153559;37312;;288656;289511;20364;22151;3157;14907;
"48591726";"Letoplast, s.r.o.";20120101;"12";283385;49588;138347;145038;28902;;275490;279377;31482;-8473;3391;-10016;
"48591726";"Letoplast, s.r.o.";20110101;"12";337973;66863;148363;189610;79766;;315172;311827;36315;-14687;3474;-18505;
"48591726";"Letoplast, s.r.o.";20100101;"12";301568;15859;194223;107332;16599;;146632;141021;36318;-27428;3576;-26979;
"48591726";"Letoplast, s.r.o.";20090101;"12";349532;33725;221202;128273;23525;;195543;202944;35776;20356;4798;7895;
"48591726";"Letoplast, s.r.o.";20080101;"12";431921;58413;213306;218615;28309;;515048;512935;30023;34146;7512;35288;
"29101786";"Lijatom, v.o.s.";20120101;"12";1647;942;743;904;904;;3397;3397;;769;24;743;
"29101786";"Lijatom, v.o.s.";20110101;"12";1395;1035;699;696;216;;387;387;;186;;699;
"29101786";"Lijatom, v.o.s.";20100524;"8";1382;1220;777;605;5;;850;850;;778;;777;
"60697598";"Likov, s.r.o.";20130101;"12";483392;82417;254182;229210;63509;302654;358772;320154;15655;31461;3034;26683;
"60697598";"Likov, s.r.o.";20120101;"12";373242;58798;228225;145017;52615;280569;293927;306476;11980;24143;3570;14704;
"60697598";"Likov, s.r.o.";20110101;"12";374246;57329;213685;159859;45763;279028;352336;309587;9247;25156;3257;18981;
"60697598";"Likov, s.r.o.";20100101;"12";361556;68565;193304;167741;69555;237676;245550;236261;8574;44965;3874;31759;
